player,team,minutes_90s_diff,xg_diff,npxg_diff,xg_assist_diff,npxg_xg_assist_diff,goals_per90_diff,assists_per90_diff,goals_assists_per90_diff,goals_pens_per90_diff,goals_assists_pens_per90_diff,xg_per90_diff,xg_assist_per90_diff,xg_xg_assist_per90_diff,npxg_per90_diff,npxg_xg_assist_per90_diff,matches_diff,shots_on_target_pct_diff,shots_per90_diff,shots_on_target_per90_diff,goals_per_shot_diff,goals_per_shot_on_target_diff,average_shot_distance_diff,npxg_per_shot_diff,xg_net_diff,npxg_net_diff,passes_pct_diff,passes_pct_short_diff,passes_pct_medium_diff,passes_pct_long_diff,pass_xa_diff,xg_assist_net_diff,sca_per90_diff,gca_per90_diff,challenge_tackles_pct_diff,take_ons_won_pct_diff,take_ons_tackled_pct_diff,minutes_pct_diff,minutes_per_start_diff,minutes_per_sub_diff,points_per_game_diff,plus_minus_per90_diff,plus_minus_wowy_diff,on_xg_for_diff,on_xg_against_diff,xg_plus_minus_diff,xg_plus_minus_per90_diff,xg_plus_minus_wowy_diff,aerials_won_pct_diff,games_starts_diff,minutes_diff
Anthony Gordon,Newcastle Utd,0.7,0.1,0.1,0.0,0.10000000000000009,0.0,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,0.03,-0.38,-0.36,0.03,-0.36,,0.0,0.8699999999999999,0.0,0.0,,1.5,-0.020000000000000004,-0.1,-0.1,0.3999999999999915,0.0,-5.799999999999997,66.7,0.0,0.0,-1.8200000000000003,-0.6000000000000001,0.0,-6.700000000000003,16.7,-6.6000000000000085,-6.0,,-1.5,-1.95,2.7699999999999996,0.19999999999999996,0.5,-0.4,-0.54,2.67,,1,55
Pascal Gross,Brighton,0.8999999999999999,0.0,0.0,0.20000000000000007,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-0.24,-0.19,-0.42000000000000004,-0.24,-0.42000000000000004,,0.0,-1.41,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000057,-1.6999999999999886,3.0,2.8999999999999986,0.09999999999999998,-0.20000000000000007,-2.1799999999999997,0.0,-80.0,0.0,0.0,-5.599999999999994,-5.0,,0.0,0.18000000000000016,3.18,2.0999999999999996,1.9,0.2999999999999998,-1.07,2.29,-33.3,1,80
Marc Guehi,Crystal Palace,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999998,-0.01,-0.020000000000000004,-0.009999999999999998,-0.020000000000000004,,0.0,-0.51,0.0,0.0,,0.0,0.0,0.0,0.0,1.5999999999999943,4.900000000000006,0.7000000000000028,2.0999999999999943,0.1,0.0,-1.02,0.0,50.0,0.0,0.0,0.5,1.0,,-1.5,-1.01,-1.01,1.0,2.0,-0.9999999999999999,-1.18,-1.18,0.0,1,90
Bruno Guimaraes,Newcastle Utd,0.9999999999999999,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,,-16.700000000000003,-0.5900000000000001,-0.55,0.0,0.0,0.10000000000000142,0.009999999999999995,-0.1,-0.1,7.599999999999994,3.6000000000000085,7.599999999999994,30.0,0.1,0.0,-0.5900000000000001,-1.11,-30.0,0.0,0.0,3.4000000000000057,3.0,,-1.5,-2.1799999999999997,-2.1800000000000015,0.30000000000000027,1.0,-0.7000000000000001,-1.0999999999999999,-1.1,,1,90
Malo Gusto,Chelsea,0.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,,0.0,0.93,0.0,0.0,,21.2,0.05,0.0,0.0,11.799999999999997,19.5,4.799999999999997,-14.299999999999997,0.1,0.0,0.93,0.0,0.0,100.0,0.0,37.2,82.0,0.0,-0.5,-0.93,0.16,2.4,0.9,1.4,1.54,2.39,,1,82
Josko Gvardiol,Manchester City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,14.699999999999989,-15.400000000000006,39.5,83.3,0.0,0.0,0.0,0.0,-50.0,33.3,66.7,43.400000000000006,90.0,0.0,0.0,0.88,0.8799999999999999,1.0,0.30000000000000004,0.7000000000000001,0.12,0.11999999999999988,0.0,1,90
Erling Haaland,Manchester City,0.9999999999999999,0.4,0.4,0.10000000000000003,0.5999999999999999,-1.2099999999999997,0.0,-1.2099999999999997,-1.2099999999999997,-1.2099999999999997,-0.12,-0.07999999999999999,-0.19999999999999996,-0.12,-0.19999999999999996,,0.0,-0.2999999999999998,-0.1499999999999999,-0.25,-0.5,2.6999999999999993,-0.020000000000000018,-0.3999999999999999,-0.3999999999999999,-13.599999999999994,-16.700000000000003,0.0,0.0,0.0,-0.10000000000000003,-0.7599999999999998,0.0,,0.0,100.0,6.1000000000000085,6.0,,0.0,-1.29,-1.29,0.9999999999999998,0.2,0.7999999999999998,-0.56,-0.5599999999999999,-13.299999999999997,1,90
Antwoine Hackford,Sheffield Utd,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,100.0,100.0,,,0.0,0.0,0.0,0.0,,0.0,100.0,2.8,,3.0,0.0,-6.92,-7.43,0.0,0.1,-0.1,-1.19,-1.49,0.0,0,9
Kai Havertz,Arsenal,1.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.010000000000000002,-0.06,-0.07,-0.010000000000000002,-0.07,,0.0,-0.5,0.0,0.0,,-0.40000000000000213,0.0,0.0,0.0,0.7000000000000028,1.4000000000000057,2.799999999999997,-25.0,0.09999999999999998,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.9999999999999998,1.0000000000000002,1.0,0.6499999999999999,,10.899999999999999,1,90
Jan Paul van Hecke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0,0
Hwang Hee-chan,Wolves,0.39999999999999997,0.10000000000000003,0.10000000000000003,0.4,0.5,1.41,0.0,1.41,1.41,1.41,-0.49,0.63,0.1299999999999999,-0.49,0.1299999999999999,,20.0,-5.829999999999999,1.41,0.2,1.0,-1.3999999999999986,-0.009999999999999995,0.8999999999999999,0.8999999999999999,2.5999999999999943,0.5999999999999943,0.0,0.0,0.5,-0.4,-5.829999999999999,0.0,0.0,-25.0,25.0,4.5,,4.0,0.0,3.21,6.3100000000000005,1.0999999999999999,0.30000000000000004,0.7,1.3599999999999999,2.19,,0,36
Rico Henry,Brentford,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,-0.5,0.0,-0.37,-0.37,0.0,-0.37,,,0.0,0.0,,,,,0.0,0.0,3.799999999999997,8.900000000000006,0.7000000000000028,-32.1,0.09999999999999998,0.0,-0.5,-0.5,-25.0,5.0,-5.0,0.0,0.0,,1.0,1.5,,3.7,0.3999999999999999,3.1999999999999997,1.12,,0.0,1,90
Son Heung-min,Tottenham,1.0,0.1,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.21,0.21000000000000002,0.010000000000000009,0.21000000000000002,,-16.700000000000003,-0.7800000000000002,-0.6699999999999999,0.0,0.0,0.1999999999999993,0.03,-0.1,-0.1,-6.599999999999994,-2.799999999999997,-2.200000000000003,0.0,0.4,-0.4,2.5100000000000002,0.0,50.0,7.100000000000001,-7.100000000000001,8.899999999999991,8.0,,1.0,1.1,1.1,1.6999999999999997,2.0999999999999996,-0.40000000000000013,0.32000000000000006,0.33,,1,90
Aaron Hickey,Brentford,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.05,-0.07,-0.02,-0.07,,0.0,-0.66,0.0,0.0,,0.0,0.0,0.0,0.0,1.0999999999999943,-3.4000000000000057,2.5,0.0,0.0,0.0,1.1600000000000001,0.0,0.0,0.0,0.0,3.299999999999997,3.0,,1.0,1.22,-1.6,2.4000000000000004,0.3999999999999999,2.0,0.71,-2.38,0.0,1,77
James Hill,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-8.9,,0.0,0.0,0.0,0.4299999999999997,0.0,0.0,0.0,0.0,0.6100000000000003,0.0,0,0
Danny Ings,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,-7.2,,0.0,0.0,0.0,-0.4499999999999993,0.0,0.0,0.0,0.0,0.6500000000000004,0.0,0,0
Alexander Isak,Newcastle Utd,0.8,0.0,0.0,0.0,0.0,-1.3299999999999998,0.0,-1.3299999999999998,-1.3299999999999998,-1.3299999999999998,-0.51,0.0,-0.51,-0.51,-0.51,,0.0,-1.9800000000000004,-1.9800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.9000000000000057,-0.8999999999999915,19.0,0.0,0.0,0.0,0.7099999999999997,0.0,,6.700000000000003,-26.700000000000003,-1.1000000000000085,-1.0,,-1.5,-2.01,2.07,0.30000000000000004,0.8000000000000003,-0.6,-0.6799999999999999,1.9099999999999997,0.0,1,65
Alex Iwobi,Everton,0.6000000000000001,0.0,0.0,0.1,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.11000000000000001,0.010000000000000009,-0.10000000000000003,-0.11000000000000001,-0.10000000000000003,,0.0,-1.4300000000000002,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,2.9000000000000057,-30.0,-7.099999999999994,0.10000000000000003,-0.1,-3.2300000000000004,0.0,-33.3,0.0,0.0,-22.200000000000003,-20.0,,0.0,-0.9299999999999999,2.57,0.19999999999999973,1.7999999999999998,-1.5,-1.43,1.45,,1,50
Nicolas Jackson,Chelsea,1.0,0.8,0.8,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,,-16.700000000000003,-1.0,-1.0,0.0,0.0,-0.09999999999999964,0.07999999999999999,-0.8,-0.8,-7.900000000000006,-10.5,33.3,,0.1,0.0,1.0,0.0,,-16.700000000000003,16.7,0.0,0.0,,-0.5,-1.0,,2.4,1.8,0.7000000000000001,0.30000000000000004,,9.600000000000001,1,90
Reece James,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-41.599999999999994,0.0,,0.0,0.0,1.71,0.0,0.0,0.0,0.0,-0.78,0.0,0,0
Vitaly Janelt,Brentford,1.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,-0.02,0.039999999999999994,0.03,-0.02,0.03,,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000057,-8.299999999999997,5.5,-16.700000000000003,0.2,-0.2,-0.5,0.0,-10.0,,,0.0,0.0,,1.0,1.5,,3.7,0.3999999999999999,3.1999999999999997,1.12,,0.0,1,90
Mathias Jensen,Brentford,1.0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.24,0.06,0.24,,50.0,1.3,0.65,0.0,0.0,33.1,0.04,-0.1,-0.1,19.400000000000006,0.0,37.3,31.299999999999997,0.7,-0.3,2.12,-1.2200000000000002,-10.0,40.0,-10.0,23.400000000000006,21.0,,1.0,1.96,1.96,3.7,0.3999999999999999,3.2,0.8900000000000001,0.8899999999999999,0.0,1,90
Raul Jimenez,Fulham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,-0.03,-0.03,-0.03,,0.0,0.31999999999999984,0.0,0.0,,5.099999999999998,-0.030000000000000006,0.0,0.0,-7.799999999999997,2.200000000000003,4.200000000000003,-25.0,0.1,0.0,0.63,0.0,50.0,0.0,100.0,15.600000000000009,14.0,,-1.5,-1.27,1.46,0.49999999999999994,2.4,-1.9,0.5699999999999998,3.9,-70.0,1,85
Joao Pedro,Brighton,0.30000000000000004,0.19999999999999996,0.09999999999999998,0.0,0.09999999999999998,-0.29000000000000004,0.0,-0.29000000000000004,0.0,0.0,-0.2799999999999998,0.0,-0.28,-0.039999999999999925,-0.04999999999999993,,-8.299999999999997,-0.1200000000000001,-0.29000000000000004,0.0,0.0,-1.1999999999999993,-0.010000000000000009,-0.2,-0.09999999999999998,2.5,3.5999999999999943,0.0,8.299999999999997,0.0,0.0,0.3200000000000003,-0.29000000000000004,0.0,12.5,2.5,-29.5,0.0,34.0,0.0,-1.3299999999999998,21.05,0.30000000000000027,1.0999999999999999,-0.8,-1.0499999999999998,24.24,0.0,0,34
Joelinton,Newcastle Utd,0.6000000000000001,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,-0.01999999999999999,0.05,0.03,-0.01999999999999999,0.03,,0.0,0.22999999999999998,0.0,0.0,,7.6,-0.039999999999999994,-0.1,-0.1,-1.7000000000000028,-2.0,0.0,100.0,0.0,-0.1,-0.2999999999999998,-0.38,0.0,,,-18.900000000000006,-17.0,,-1.5,-2.15,1.85,0.20000000000000018,0.4999999999999998,-0.40000000000000013,-0.8200000000000001,1.71,0.0,1,56
Ryan John Giles,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0,0
Brennan Johnson,Nott'ham Forest,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,-0.14,-0.14,-0.14,,0.0,0.4700000000000002,0.0,0.0,,1.8000000000000007,-0.17000000000000004,0.0,0.0,-30.200000000000003,-19.0,-25.0,0.0,0.0,0.0,1.61,0.54,33.3,0.0,0.0,5.5,5.0,,1.5,1.7399999999999998,2.4200000000000017,1.4,0.5,0.9,0.42000000000000004,0.6099999999999999,50.0,1,89
Sam Johnstone,Crystal Palace,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-3.5999999999999943,0.0,0.0,-9.100000000000001,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.5,-1.0,,1.0,2.0,-0.9999999999999999,-1.1600000000000001,,,1,90
Curtis Jones,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-13.9,,0.0,0.0,0.0,-1.16,0.0,0.0,0.0,0.0,-0.92,,0,0
Diogo Jota,Liverpool,0.9000000000000001,0.7000000000000001,0.7000000000000001,0.2,0.8,0.64,0.0,0.64,0.64,0.64,0.39,0.07999999999999999,0.48,0.39,0.48,,28.6,1.73,1.29,0.14,0.5,-2.8000000000000007,0.07,0.30000000000000004,0.30000000000000004,-5.099999999999994,-5.0,-4.700000000000003,0.0,0.1,-0.2,0.34999999999999964,0.64,25.0,0.0,0.0,5.599999999999994,5.0,,1.0,1.29,1.29,3.0,0.5,2.5,1.53,2.94,19.4,1,75
Mads Juel Andersen,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mathias Jorgensen,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-3.9,,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,-1.2899999999999998,,0,0
Issa Kabore,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Sasa Kalajdzic,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,-1.5999999999999999,,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0,0,0
Boubacar Kamara,Aston Villa,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.010000000000000002,0.0,-0.010000000000000002,,0.0,0.0,0.0,0.0,,8.9,0.0,-0.1,-0.1,0.20000000000000284,-0.10000000000000853,4.200000000000003,50.0,0.1,0.0,-1.0,0.0,0.0,-16.700000000000003,25.0,0.0,0.0,,1.5,4.0,,2.9000000000000004,0.7000000000000002,2.3,1.9300000000000002,,-16.700000000000003,1,90
Thomas Kaminski,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0,0
Michael Keane,Everton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.02,-0.02,-0.02,,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.299999999999997,-9.0,2.700000000000003,-15.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,-1.5,,0.5999999999999996,2.9000000000000004,-2.3,-1.76,,20.0,1,90
Thilo Kehrer,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,-2.8,,0.0,0.0,0.0,-1.03,0.0,0.0,0.0,0.0,0.22,0.0,0,0
Milos Kerkez,Bournemouth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000002,-0.030000000000000002,0.0,-0.030000000000000002,,,0.0,0.0,,,,,0.0,0.0,-1.7999999999999972,5.5,-11.099999999999994,8.299999999999997,0.1,0.0,-0.5,0.0,25.0,6.700000000000003,-6.700000000000003,0.0,0.0,,-0.5,-1.0,,1.3,2.9999999999999996,-1.8,-1.02,,3.299999999999997,1,90
Max Kilman,Wolves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999998,-0.009999999999999998,-0.03,-0.009999999999999998,-0.03,,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.599999999999994,4.799999999999997,4.599999999999994,12.100000000000001,0.0,0.0,-0.5,0.0,-16.700000000000003,100.0,0.0,0.0,0.0,,0.0,-1.0,,2.0999999999999996,2.2,-0.1,-0.08,,0.0,1,90
Justin Kluivert,Bournemouth,0.39999999999999997,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.44,0.34,0.44,,100.0,1.53,1.53,0.0,0.0,9.9,0.22,-0.2,-0.2,9.799999999999997,17.799999999999997,-20.0,100.0,0.0,-0.1,4.58,0.0,0.0,100.0,0.0,-1.6000000000000014,,-1.0,-0.5,-1.3699999999999999,-0.6699999999999999,1.1,0.2,0.9,0.14000000000000012,1.62,0.0,0,28
Luca Koleosho,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Ibrahima Konate,Liverpool,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,,0.0,0.5,0.0,0.0,,10.0,0.05,0.0,0.0,5.5,4.0,1.0,8.299999999999997,0.0,0.0,0.5,0.0,33.3,100.0,0.0,0.0,0.0,,1.0,1.0,,3.0,1.2000000000000002,1.8,0.9299999999999999,,7.100000000000001,1,90
Ezri Konsa,Aston Villa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,2.3999999999999915,1.1999999999999886,3.200000000000003,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,4.0,,2.9000000000000004,0.7000000000000002,2.3,1.9300000000000002,,0.0,1,90
Cheikhou Kouyate,Nott'ham Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,-1.01,-1.01,-1.01,,0.0,-45.0,0.0,0.0,,0.0,0.0,0.0,0.0,-25.0,-28.599999999999994,0.0,,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,,0.0,1.5,0.0,-1.01,0.0,0.0,0.0,2.82,2.5799999999999996,50.0,0,1
Mateo Kovacic,Manchester City,1.0,0.1,0.1,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.06,-0.18,-0.13,0.06,-0.13,,0.0,1.14,0.0,0.0,,25.1,0.05,-0.1,-0.1,-0.8999999999999915,-3.0,1.3999999999999915,-3.5999999999999943,0.09999999999999998,0.0,-0.3999999999999999,0.57,0.0,26.700000000000003,0.0,12.200000000000003,90.0,0.0,0.0,-0.94,-0.94,1.0,0.3,0.7,-0.6200000000000001,-0.61,0.0,1,90
Dejan Kulusevski,Tottenham,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,-0.010000000000000002,0.010000000000000009,0.019999999999999997,0.010000000000000009,,40.0,-0.45999999999999996,1.02,0.0,0.0,1.0,0.01,-0.1,-0.1,-5.400000000000006,-1.7000000000000028,-5.600000000000001,10.0,0.0,0.0,-1.9500000000000002,0.0,-13.299999999999997,-66.7,66.7,-1.7000000000000028,-1.0,,1.0,1.02,1.02,1.5999999999999999,1.7999999999999998,-0.20000000000000007,0.3799999999999999,4.26,0.0,1,87
Aymeric Laporte,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,-6.6000000000000005,,0.0,0.0,0.0,1.3199999999999998,0.0,0.0,0.0,0.0,0.57,,0,0
Yasser Larouci,Sheffield Utd,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-23.799999999999997,-8.299999999999997,-25.0,-66.7,0.0,0.0,1.61,0.0,100.0,33.3,66.7,18.900000000000002,,17.0,0.0,0.0,0.31000000000000005,0.5,0.6000000000000001,-0.09999999999999998,1.01,1.06,0.0,0,45
Mario Lemina,Wolves,1.0,0.7000000000000001,0.7000000000000001,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.29000000000000004,0.0,0.29000000000000004,0.29000000000000004,0.29000000000000004,,0.0,-0.5,0.0,0.0,,-4.800000000000001,0.13,-0.7000000000000001,-0.7000000000000001,0.7999999999999972,-1.7000000000000028,7.5,-26.700000000000003,0.0,0.0,-1.0,0.0,50.0,-25.0,25.0,0.0,0.0,,0.0,-1.0,,2.0999999999999996,2.2,-0.1,-0.08,,50.0,1,90
Bernd Leno,Fulham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,-6.400000000000006,0.0,-1.5999999999999943,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,-1.5,-2.0,,0.5,3.7,-3.2,-0.99,,0.0,1,90
Jefferson Lerma,Crystal Palace,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-0.01,0.08,0.06999999999999999,-0.01,0.06999999999999999,,0.0,-0.5,0.0,0.0,,0.0,0.0,0.0,0.0,2.4000000000000057,1.2999999999999972,0.7999999999999972,30.0,0.2,-0.2,-1.5,-0.5,0.0,0.0,0.0,0.0,0.0,,-1.5,-1.0,,1.0,2.0,-0.9999999999999999,-1.1600000000000001,,-11.0,1,90
Rico Lewis,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-43.400000000000006,0.0,,0.0,0.0,-0.8799999999999999,0.0,0.0,0.0,0.0,-0.11999999999999988,0.0,0,0
Victor Lindelof,Manchester Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,-25.0,,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.30000000000000004,,0,0
Tom Lockyer,Luton Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0,0
Sean Longstaff,Newcastle Utd,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,14.700000000000003,-25.0,75.0,66.7,0.0,0.0,0.0,0.0,75.0,0.0,100.0,15.5,,14.0,-1.5,-12.75,-10.829999999999998,0.09999999999999998,0.5,-0.4,-4.04,-3.25,0.0,0,34
Max Lowe,Sheffield Utd,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,,0.0,0.0,,,,,0.0,0.0,-8.400000000000006,-5.200000000000003,-8.599999999999994,100.0,0.0,0.0,-0.4099999999999999,0.0,0.0,,,-18.89999999999999,-17.0,,0.0,-0.31000000000000005,-0.31000000000000005,0.0,0.8,-0.7,-0.05999999999999983,-1.06,20.0,1,45
