ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
829,Justin Kluivert,nl NED,FW,Bournemouth,24-116,1999,3,1,118,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,6,11,0.00,0.00,0.00,0.00,0.00,0.19,0.08,0.27,0.19,0.27,Matches,2023,2,1,50.0,1.53,0.76,0.00,0.00,14.0,0,0.13,-0.3,-0.3,27,38,71.1,421,111,14,19,73.7,10,13,76.9,2,3,66.7,0.0,-0.1,2,1,1,0,34,3,0,0,0,3,1,2,0,0,1,1,0,5,3.81,2,0,0,2,0,1,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,2,3,1,0,60,2,9,14,37,5,60,3,3,100.0,0,0.0,41,341,163,7,1,5,4,44,39,43.7,59,0,2,30,0,0.33,1,1,0,0.00,+2.37,2.7,1.8,+0.9,+0.71,+2.98,0,4,1,1,0,0,0,7,0,2,0.0,3
838,Luca Koleosho,it ITA,MF,Burnley,18-348,2004,2,2,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,4,11,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.20,0.08,0.20,Matches,2023,3,0,0.0,2.13,0.00,0.00,,20.7,0,0.04,-0.1,-0.1,32,48,66.7,418,82,21,27,77.8,10,17,58.8,0,0,,0.1,-0.2,3,2,3,1,45,3,1,0,0,3,2,0,0,0,0,0,1,5,3.54,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,63,0,2,31,30,3,63,8,3,37.5,5,62.5,49,332,208,7,1,3,2,50,64,70.6,64,0,0,,0,0.00,1,5,-4,-2.83,-1.14,0.5,3.1,-2.6,-1.83,-0.46,0,1,1,2,0,0,0,9,0,2,0.0,3
841,Ibrahima Konate,fr FRA,DF,Liverpool,24-096,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2023,1,0,0.0,0.50,0.00,0.00,,10.0,0,0.05,0.0,0.0,96,107,89.7,1646,1006,39,43,90.7,46,49,93.9,9,12,75.0,0.0,0.0,0,3,0,0,105,2,2,0,0,0,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,3,3,0,1,3,33.3,2,2,1,1,1,7,9,0,130,12,76,51,4,2,130,2,2,100.0,0,0.0,73,226,136,0,0,1,0,92,90,66.7,90,2,0,,0,2.00,4,2,+2,+1.00,0.00,4.3,2.6,+1.7,+0.84,+1.96,0,2,2,0,0,0,0,6,5,5,50.0,3
845,Ezri Konsa,eng ENG,DF,Aston Villa,25-310,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,157,170,92.4,2739,930,64,66,97.0,82,91,90.1,9,11,81.8,0.0,0.0,0,9,0,0,157,13,4,0,0,0,8,0,0,0,0,0,0,1,0.33,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,10,7,3,5,2,3,3,100.0,0,1,0,1,1,11,8,1,198,28,103,88,8,1,198,3,2,66.7,0,0.0,115,554,246,0,0,5,0,136,90,100.0,90,3,0,,0,2.00,8,6,+2,+0.67,,7.2,4.7,+2.5,+0.83,,0,3,1,0,0,0,0,9,1,1,50.0,3
853,Cheikhou Kouyate,sn SEN,MF,Nott'ham Forest,33-251,1989,3,0,23,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,2023,1,0,0.0,3.91,0.00,0.00,,26.3,0,0.02,0.0,0.0,10,15,66.7,121,54,8,12,66.7,2,2,100.0,0,0,,0.0,0.0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,1,1,100.0,0,1,1,0,0,3,0,0,19,0,7,8,4,1,19,1,1,100.0,0,0.0,6,20,11,0,0,0,0,4,8,8.5,,0,3,8,0,1.00,0,1,-1,-3.91,-3.91,0.2,1.0,-0.8,-3.10,-3.25,0,0,1,0,0,0,0,3,2,1,66.7,3
854,Mateo Kovacic,hr CRO,MF,Manchester City,29-115,1994,3,2,243,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,9,22,10,0.00,0.00,0.00,0.00,0.00,0.06,0.23,0.29,0.06,0.29,Matches,2023,4,1,25.0,1.48,0.37,0.00,0.00,22.3,0,0.04,-0.2,-0.2,220,237,92.8,3204,596,131,136,96.3,74,78,94.9,8,11,72.7,0.7,-0.6,3,13,5,0,230,7,5,2,0,0,1,0,0,0,0,0,3,12,4.46,11,0,0,0,1,0,2,0.74,2,0,0,0,0,0,4,4,3,0,1,3,4,75.0,1,5,0,5,0,4,1,0,259,4,26,174,60,2,259,7,4,57.1,1,14.3,181,1082,466,9,0,1,1,224,81,90.0,88,1,1,68,0,3.00,4,1,+3,+1.11,-5.56,5.4,0.8,+4.6,+1.72,-0.10,0,4,5,0,0,0,0,12,0,2,0.0,3
864,Dejan Kulusevski,se SWE,FW,Tottenham,23-126,2000,3,3,267,3.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,15,7,29,0.34,0.00,0.34,0.34,0.34,0.16,0.07,0.23,0.16,0.23,Matches,2023,7,3,42.9,2.36,1.01,0.14,0.33,17.6,0,0.07,+0.5,+0.5,82,107,76.6,1072,204,63,71,88.7,14,24,58.3,4,6,66.7,0.6,-0.2,4,3,4,1,107,0,0,1,0,4,0,0,0,0,0,0,3,12,4.04,8,0,2,2,0,0,0,0.00,0,0,0,0,0,0,6,2,2,2,2,1,8,12.5,7,2,0,2,3,9,1,0,135,2,18,34,87,18,135,7,3,42.9,2,28.6,106,918,443,8,6,2,2,105,89,98.9,89,2,0,,0,2.33,6,2,+4,+1.35,+1.35,5.0,4.7,+0.3,+0.10,+4.92,0,2,2,0,0,0,0,11,0,1,0.0,3
879,Adam Lallana,eng ENG,"MF,FW",Brighton,35-111,1988,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,43,90.7,483,79,29,33,87.9,8,8,100.0,1,1,100.0,0.0,-0.1,2,1,1,0,41,2,0,0,0,0,0,2,0,0,0,0,1,4,8.78,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,48,1,7,15,26,5,48,0,0,,0,,29,103,33,1,0,1,0,39,21,15.2,,0,2,21,0,1.50,1,1,0,0.00,-1.57,0.7,1.2,-0.6,-1.25,-1.90,0,0,0,0,0,0,0,3,0,0,,3
881,Aymeric Laporte,es ESP,DF,Manchester City,29-094,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,2023,1,1,100.0,7.50,7.50,0.00,0.00,10.8,0,0.04,0.0,0.0,11,11,100.0,202,48,4,4,100.0,7,7,100.0,0,0,,0.0,0.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,14,2,7,6,1,1,14,0,0,,0,,10,23,1,0,0,0,0,10,12,4.4,,0,1,12,0,3.00,0,0,0,0.00,-1.74,0.1,0.1,+0.1,+0.57,-1.22,0,0,0,0,0,0,0,2,0,0,,3
884,Yasser Larouci,fr FRA,DF,Sheffield Utd,22-240,2001,3,0,130,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,2023,1,0,0.0,0.69,0.00,0.00,,16.0,0,0.06,-0.1,-0.1,25,34,73.5,323,150,19,22,86.4,4,6,66.7,1,3,33.3,0.0,0.0,0,3,0,0,31,2,0,0,0,1,2,0,0,0,0,1,3,3,2.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,1,1,1,1,2,50.0,1,4,1,3,4,7,5,0,61,6,29,23,10,3,61,5,2,40.0,3,60.0,23,212,153,1,2,0,0,26,43,48.1,,0,3,43,0,0.00,2,3,-1,-0.69,+0.59,1.2,4.1,-3.0,-2.05,-0.67,0,0,1,0,0,0,0,5,0,3,0.0,3
906,Mario Lemina,ga GAB,MF,Wolves,29-362,1993,3,3,270,3.0,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,1,6,5,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches,2023,8,0,0.0,2.67,0.00,0.00,,20.2,0,0.10,-0.8,-0.8,114,135,84.4,1604,410,72,76,94.7,34,40,85.0,5,9,55.6,0.0,0.0,0,6,1,0,130,2,2,0,0,1,0,0,0,0,0,3,2,5,1.67,3,0,0,2,0,0,1,0.33,1,0,0,0,0,0,7,3,3,4,0,1,2,50.0,1,2,1,1,5,12,2,0,172,10,60,86,31,4,172,8,5,62.5,3,37.5,99,418,89,3,0,5,1,112,90,100.0,90,3,0,,0,1.00,2,5,-3,-1.00,,5.3,5.7,-0.4,-0.12,,0,4,0,0,0,0,0,21,2,4,33.3,3
908,Bernd Leno,de GER,GK,Fulham,31-178,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,118,154,76.6,3154,2079,15,15,100.0,78,79,98.7,25,59,42.4,0.0,0.0,0,2,0,0,126,27,11,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,167,129,166,1,0,0,167,0,0,,0,,117,550,240,0,0,0,0,86,90,100.0,90,3,0,,0,1.33,3,5,-2,-0.67,,2.5,9.5,-7.0,-2.34,,0,0,2,0,0,0,0,8,1,1,50.0,3
911,Jefferson Lerma,co COL,MF,Crystal Palace,28-308,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,11,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,2023,3,1,33.3,1.00,0.33,0.00,0.00,21.4,0,0.03,-0.1,-0.1,126,156,80.8,1879,581,75,82,91.5,43,58,74.1,6,9,66.7,0.2,-0.2,4,11,2,0,153,3,3,1,1,3,0,0,0,0,0,0,4,9,3.00,7,0,1,1,0,0,1,0.33,1,0,0,0,0,0,7,5,1,6,0,2,2,100.0,0,2,1,1,6,13,10,0,187,12,45,103,41,6,187,3,2,66.7,1,33.3,98,465,233,4,1,0,3,118,90,100.0,90,3,0,,0,1.33,2,2,0,0.00,,3.7,3.5,+0.2,+0.06,,0,4,3,0,0,0,0,11,14,3,82.4,3
915,Rico Lewis,eng ENG,DF,Manchester City,18-281,2004,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,36,42,85.7,552,65,22,25,88.0,12,12,100.0,2,4,50.0,0.0,0.0,0,2,0,0,39,3,0,0,0,0,3,0,0,0,0,0,1,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,47,2,14,22,12,0,47,1,1,100.0,0,0.0,30,146,65,1,0,0,1,28,78,28.9,78,0,0,,2,3.00,3,0,+3,+3.46,+2.52,1.8,0.3,+1.5,+1.78,+0.07,0,0,1,0,0,0,0,9,0,2,0.0,3
916,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,22-188,2001,2,0,31,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,0,6,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches,2023,1,1,100.0,2.90,2.90,0.00,0.00,8.0,0,0.26,-0.3,-0.3,3,6,50.0,40,0,2,3,66.7,1,3,33.3,0,0,,0.0,0.0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,3,7,3,10,1,0,0.0,1,100.0,7,87,62,2,1,1,0,8,16,11.5,,0,2,16,1,2.00,1,0,+1,+2.90,+2.15,2.2,0.1,+2.0,+5.87,+5.01,0,0,2,0,0,0,0,1,0,0,,3
919,Victor Lindelof,se SWE,DF,Manchester Utd,29-043,1994,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,30,35,85.7,432,132,18,22,81.8,10,11,90.9,2,2,100.0,0.0,-0.1,2,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,2,0,42,5,20,20,2,2,42,0,0,,0,,25,105,41,0,0,0,0,26,45,33.3,,0,2,45,1,3.00,3,0,+3,+3.00,+4.50,3.2,2.2,+1.0,+1.03,+0.59,0,0,0,0,0,0,0,4,2,3,40.0,3
922,Valentino Livramento,eng ENG,FW,Newcastle Utd,20-290,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,0,,1,4,0,0,0,1,0,1,5,1.9,,0,1,5,2,0.00,0,0,0,0.00,-0.68,0.0,0.2,-0.2,-3.94,-4.69,0,0,0,0,0,0,0,0,0,0,,3
929,Giovani Lo Celso,ar ARG,MF,Tottenham,27-142,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,28,32,87.5,429,106,16,18,88.9,9,9,100.0,2,2,100.0,0.0,0.0,1,2,0,0,31,1,1,0,0,0,0,0,0,0,0,0,2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,32,1,6,15,11,2,32,0,0,,0,,27,98,59,3,0,0,0,27,17,6.3,,0,1,17,2,3.00,0,0,0,0.00,-1.42,0.3,0.1,+0.2,+0.84,+0.84,0,0,1,0,0,0,0,2,0,0,,3
933,Tom Lockyer,wls WAL,DF,Luton Town,28-269,1994,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,31,47,66.0,718,383,4,7,57.1,22,22,100.0,5,16,31.3,0.0,0.0,0,4,0,0,41,5,5,0,1,0,0,0,0,0,0,1,1,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,3,0,0,3,6,50.0,3,5,4,1,1,4,12,0,73,19,42,30,1,1,73,1,0,0.0,1,100.0,37,232,95,1,1,0,0,29,90,100.0,90,2,0,,0,0.00,1,7,-6,-3.00,,1.9,6.2,-4.3,-2.16,,0,2,3,0,0,1,0,11,4,1,80.0,3
938,Sean Longstaff,eng ENG,MF,Newcastle Utd,25-303,1997,3,0,59,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,5,0.00,0.00,0.00,0.00,0.00,0.25,0.05,0.30,0.25,0.30,Matches,2023,2,2,100.0,3.05,3.05,0.00,0.00,18.9,0,0.08,-0.2,-0.2,17,23,73.9,305,117,9,11,81.8,6,7,85.7,2,3,66.7,0.0,0.0,1,2,1,1,19,3,0,0,0,1,1,0,0,0,0,1,1,2,3.05,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,3,1,0,3,0,3,4,75.0,1,1,0,1,0,3,0,0,34,0,4,22,8,2,34,1,0,0.0,1,100.0,19,64,21,0,0,3,0,19,20,21.9,,0,3,20,0,1.00,1,2,-1,-1.53,-2.81,1.3,1.3,0.0,+0.02,-0.82,0,0,2,0,0,0,0,4,0,1,0.0,3
953,Max Lowe,eng ENG,"MF,DF",Sheffield Utd,26-110,1997,2,2,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,14,24,58.3,195,112,8,13,61.5,5,7,71.4,1,1,100.0,0.0,0.0,1,2,0,0,23,1,0,0,0,0,1,0,0,0,0,0,4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,5,6,2,0,1,3,33.3,2,2,2,0,1,9,4,0,44,5,19,18,7,1,44,0,0,,0,,14,57,25,1,0,2,0,17,62,45.9,62,0,0,,0,0.00,0,2,-2,-1.45,-0.84,0.5,2.5,-1.9,-1.41,+0.54,0,4,1,0,0,0,0,2,1,4,20.0,3
960,Douglas Luiz,br BRA,MF,Aston Villa,25-112,1998,3,3,238,2.6,1,0,1,0,1,1,2,0,1.0,0.2,0.4,0.6,6,15,5,0.38,0.00,0.38,0.00,0.00,0.37,0.14,0.51,0.07,0.21,Matches,2023,4,1,25.0,1.51,0.38,0.00,0.00,24.1,1,0.05,0.0,-0.2,149,171,87.1,2464,609,63,68,92.6,65,77,84.4,12,16,75.0,0.4,-0.4,4,11,3,1,153,18,9,3,1,5,0,9,3,0,0,0,1,12,4.54,7,4,0,1,0,0,1,0.38,1,0,0,0,0,0,2,1,1,1,0,0,4,0.0,4,3,2,1,2,4,2,0,194,8,40,112,42,4,193,2,2,100.0,0,0.0,103,585,238,2,0,4,2,141,79,88.1,79,1,0,,0,2.00,7,6,+1,+0.38,-2.43,6.6,4.3,+2.2,+0.85,+0.17,0,3,2,0,0,0,0,13,1,2,33.3,3
962,Sasa Lukic,rs SRB,MF,Fulham,27-016,1996,3,3,249,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,10,4,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,2023,2,0,0.0,0.72,0.00,0.00,,20.0,0,0.02,0.0,0.0,127,140,90.7,2052,436,52,59,88.1,66,68,97.1,5,7,71.4,0.1,-0.1,2,7,1,0,134,5,5,1,0,1,0,0,0,0,0,1,1,4,1.45,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,4,3,1,2,1,2,6,33.3,4,1,0,1,2,6,4,0,156,4,38,100,21,3,156,4,3,75.0,1,25.0,110,542,259,5,0,2,1,115,83,92.2,83,2,0,,0,1.33,2,4,-2,-0.72,-0.72,2.2,8.6,-6.4,-2.31,+0.37,0,4,4,0,0,0,0,11,1,0,100.0,3
967,Ian Maatsen,nl NED,"MF,FW",Chelsea,21-172,2002,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,11,45.5,90,54,2,6,33.3,0,2,0.0,1,1,100.0,0.0,0.0,0,1,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,15,0,3,3,9,1,15,0,0,,0,,11,27,12,0,0,0,2,10,8,5.6,,0,2,8,1,2.00,0,0,0,0.00,-0.35,0.0,0.1,-0.1,-0.38,-1.30,0,1,0,0,0,0,0,2,0,1,0.0,3
968,Alexis Mac Allister,ar ARG,MF,Liverpool,24-248,1998,3,3,223,2.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,109,129,84.5,1839,613,52,60,86.7,44,49,89.8,11,16,68.8,0.3,0.0,1,5,3,0,129,0,0,1,2,0,0,0,0,0,0,0,3,5,2.02,4,0,0,0,1,0,1,0.40,1,0,0,0,0,0,7,4,3,4,0,3,6,50.0,3,7,2,5,5,12,2,0,157,7,39,88,31,0,157,6,4,66.7,1,16.7,96,363,202,2,1,1,1,115,74,82.6,74,1,0,,0,2.33,3,3,0,0.00,-5.74,4.2,3.1,+1.0,+0.41,+1.29,0,4,7,0,0,0,0,19,2,1,66.7,3
971,James Maddison,eng ENG,MF,Tottenham,26-279,1996,3,3,252,2.8,1,2,3,1,0,0,1,0,1.3,1.3,1.1,2.4,8,27,22,0.36,0.71,1.07,0.36,1.07,0.45,0.39,0.84,0.45,0.84,Matches,2023,8,4,50.0,2.86,1.43,0.13,0.25,14.6,0,0.16,-0.3,-0.3,128,164,78.0,2341,730,56,59,94.9,54,69,78.3,16,32,50.0,1.6,+0.9,9,14,11,0,143,21,7,3,2,25,0,13,7,6,0,0,1,19,6.79,8,5,1,2,2,1,3,1.07,1,1,0,0,1,0,3,0,0,2,1,3,5,60.0,2,1,0,1,2,5,2,0,189,3,19,68,103,13,189,6,4,66.7,1,16.7,141,730,345,8,3,2,8,153,84,93.3,84,2,0,,0,2.33,6,2,+4,+1.43,+1.43,4.8,4.8,0.0,-0.01,-0.80,0,3,8,0,0,0,0,10,1,3,25.0,3
972,Noni Madueke,eng ENG,"DF,FW",Chelsea,21-172,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches,2023,1,1,100.0,5.63,5.63,0.00,0.00,23.9,0,0.05,-0.1,-0.1,9,12,75.0,99,16,9,10,90.0,0,1,0.0,0,1,0.0,0.0,0.0,0,0,0,0,11,1,0,0,0,3,0,1,1,0,0,0,0,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,0,0,4,11,3,15,1,0,0.0,0,0.0,12,68,46,0,2,2,0,12,16,5.9,,0,1,16,2,0.00,0,1,-1,-5.63,-6.33,0.2,0.9,-0.7,-4.11,-5.28,0,0,0,0,0,0,0,0,0,1,0.0,3
1000,Orel Mangala,be BEL,MF,Nott'ham Forest,25-164,1998,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,29,37,78.4,476,113,15,19,78.9,10,11,90.9,3,4,75.0,0.0,0.0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,2,1.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,3,1,1,4,4,100.0,0,2,1,1,3,8,0,0,55,4,18,28,9,0,55,2,0,0.0,1,50.0,28,124,39,1,0,1,4,30,79,58.1,79,0,0,,0,1.50,2,3,-1,-0.57,-0.57,2.2,1.0,+1.3,+0.72,+2.02,0,4,1,0,0,0,0,2,0,0,,3
1002,Benson Manuel,be BEL,"MF,FW",Burnley,26-154,1997,2,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,18,72.2,180,10,6,6,100.0,6,7,85.7,0,1,0.0,0.0,0.0,0,0,0,0,15,2,0,0,0,3,0,2,0,1,0,1,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,25,0,2,5,18,1,25,6,2,33.3,4,66.7,20,166,69,6,0,2,1,19,31,34.4,45,0,1,17,0,0.00,0,3,-3,-4.35,-2.83,0.1,2.6,-2.5,-3.67,-3.01,0,1,0,0,0,0,0,2,0,2,0.0,3
