player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Bryan Mbeumo,FW,Brentford,24,1,1,90,1.0,1,0,1,0,1,1,0,0,1.4,0.6,0.0,0.6,1,6,7,1.00,0.00,1.00,0.00,0.00,1.40,0.00,1.40,0.61,0.61,Matches,2023,2,1,50.0,2.00,1.00,0.00,0.00,16.6,0,0.31,-0.4,-0.6,22,33,66.7,312,100,12,14,85.7,8,13,61.5,1,3,33.3,0.0,0.0,0,1,2,0,29,4,1,0,0,4,1,2,0,0,1,0,0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,41,0,4,18,19,6,40,1,0,0.0,1,100.0,25,77,38,1,0,2,3,32,90,100.0,90,1,0,,0,1.00,2,2,0,0.00,,2.2,1.3,+0.9,+0.94,,0,3,1,0,0,0,0,3,2,3,40.0,1
James Mcatee,MF,Manchester City,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,1.1,,0,1,1,0,3.00,0,0,0,0.00,-3.03,0.0,0.0,0.0,+3.22,+1.62,0,0,0,0,0,0,0,0,0,0,,1
John McGinn,"FW,MF",Aston Villa,28,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,18,72.2,232,93,7,7,100.0,4,6,66.7,2,4,50.0,0.0,0.0,1,2,0,0,16,2,1,1,1,3,0,0,0,0,0,0,0,1,1.43,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,22,0,2,13,7,0,22,2,0,0.0,1,50.0,16,62,6,0,0,2,0,18,63,70.0,63,0,0,,0,0.00,1,3,-2,-2.86,+3.81,0.6,1.8,-1.2,-1.73,-0.49,0,1,1,0,0,0,0,1,0,0,,1
Scott McKenna,DF,Nott'ham Forest,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,21,61.9,248,121,5,6,83.3,6,11,54.5,2,4,50.0,0.0,0.0,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,1,1,0,0,0,,0,0,0,0,2,4,4,0,32,4,14,17,1,0,32,0,0,,0,,10,29,13,0,0,0,0,10,90,100.0,90,1,0,,0,0.00,1,2,-1,-1.00,,1.2,0.8,+0.4,+0.35,,0,1,1,0,0,0,0,2,3,0,100.0,1
Scott McTominay,FW,Manchester Utd,26,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,23,9,2,2,100.0,0,0,,0,0,,0.0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,1,1,0,0,1,0,0,5,1,2,2,1,0,5,1,0,0.0,0,0.0,1,8,0,0,0,0,1,1,3,3.3,,0,1,3,0,3.00,0,0,0,0.00,-1.03,0.0,0.4,-0.4,-13.36,-13.81,0,0,0,0,0,0,0,0,1,2,33.3,1
Chris Mepham,DF,Bournemouth,25,1,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,23,78.3,413,102,4,7,57.1,12,12,100.0,2,3,66.7,0.0,0.0,1,3,0,0,23,0,0,0,0,1,0,0,0,0,0,0,1,2,5.81,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,1,25,2,6,14,5,0,25,0,0,,0,,18,88,65,0,0,0,0,18,31,34.4,,0,1,31,0,1.00,1,0,+1,+2.90,+4.43,1.1,0.2,+0.9,+2.56,+3.51,0,0,0,0,0,0,0,2,0,0,,1
James Milner,DF,Brighton,37,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,39,43,90.7,527,206,24,25,96.0,11,12,91.7,1,2,50.0,0.0,0.0,0,2,1,0,34,9,1,0,0,2,8,0,0,0,0,0,1,3,3.46,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,1,1,100.0,0,2,0,2,0,2,1,0,52,2,9,26,17,0,52,0,0,,0,,26,85,28,0,0,1,0,25,78,86.7,78,0,0,,0,3.00,2,0,+2,+2.31,-5.19,2.3,0.4,+1.9,+2.16,-2.85,0,0,1,0,0,0,0,4,1,5,16.7,1
Tyrone Mings,DF,Aston Villa,30,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,2023,1,0,0.0,3.00,0.00,0.00,,18.4,0,0.01,0.0,0.0,5,5,100.0,119,86,0,0,,2,2,100.0,2,2,100.0,0.2,0.0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,6.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,8,3,5,2,1,1,8,0,0,,0,,4,8,3,0,0,1,0,4,30,33.3,30,0,0,,0,0.00,1,2,-1,-3.00,+1.50,0.3,1.1,-0.8,-2.43,-1.26,0,0,0,0,0,0,0,2,1,0,100.0,1
Tyrick Mitchell,DF,Crystal Palace,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,66,85,77.6,1019,429,32,36,88.9,29,33,87.9,3,8,37.5,0.0,0.0,0,2,1,0,65,19,1,0,0,0,18,0,0,0,0,1,4,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,4,0,93,2,34,44,18,1,93,1,1,100.0,0,0.0,57,218,115,0,0,1,0,55,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,1.9,0.5,+1.4,+1.37,,0,0,2,0,0,0,0,11,1,1,50.0,1
Kaoru Mitoma,FW,Brighton,26,1,1,90,1.0,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,7,5,20,0.00,1.00,1.00,0.00,1.00,0.02,0.55,0.57,0.02,0.57,Matches,2023,1,0,0.0,1.00,0.00,0.00,,20.3,0,0.02,0.0,0.0,42,48,87.5,502,126,33,35,94.3,7,8,87.5,0,2,0.0,0.6,+0.4,5,3,2,1,47,0,0,0,0,4,0,0,0,0,0,1,0,8,8.00,8,0,0,0,0,0,2,2.00,2,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,55,0,1,20,34,10,55,3,1,33.3,1,33.3,46,276,173,3,3,2,0,48,90,100.0,90,1,0,,0,3.00,4,1,+3,+3.00,,4.0,1.5,+2.5,+2.54,,0,1,3,0,0,0,0,4,1,0,100.0,1
Aleksandar Mitrovic,FW,Fulham,28,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,Matches,2023,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0.08,-0.2,-0.2,4,8,50.0,78,24,1,3,33.3,2,4,50.0,1,1,100.0,0.0,0.0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5.45,1,0,1,0,0,0,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,1,6,6,4,12,3,3,100.0,0,0.0,5,29,15,0,0,0,0,8,33,36.7,,0,1,33,0,3.00,1,0,+1,+2.73,+2.73,1.2,0.6,+0.7,+1.79,+4.75,0,0,0,0,0,0,0,1,2,1,66.7,1
Kieffer Moore,MF,Bournemouth,31,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,6,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,2023,1,0,0.0,3.75,0.00,0.00,,13.0,0,0.04,0.0,0.0,6,8,75.0,39,11,5,5,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,2,8,2,10,0,0,,0,,8,25,5,0,0,1,0,10,24,26.7,,0,1,24,0,1.00,1,0,+1,+3.75,+5.11,1.0,0.2,+0.8,+3.04,+3.79,0,1,0,0,0,0,0,0,1,2,33.3,1
Carlton Morris,FW,Luton Town,27,1,1,90,1.0,1,0,1,0,1,1,0,0,1.1,0.3,0.0,0.3,2,5,5,1.00,0.00,1.00,0.00,0.00,1.06,0.00,1.06,0.27,0.27,Matches,2023,3,1,33.3,3.00,1.00,0.00,0.00,13.5,0,0.09,-0.1,-0.3,20,33,60.6,358,83,9,15,60.0,9,13,69.2,2,3,66.7,0.1,0.0,0,3,0,0,31,2,0,0,0,1,1,0,0,0,0,0,0,4,4.00,3,0,0,1,0,0,1,1.00,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,41,3,3,19,20,7,40,1,1,100.0,0,0.0,19,156,73,2,1,0,1,31,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,0,0,2,0,0,0,3,10,4,71.4,1
Mason Mount,MF,Manchester Utd,24,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,17,23,73.9,265,72,7,10,70.0,4,6,66.7,3,4,75.0,0.0,0.0,0,0,0,0,20,3,0,0,1,2,0,3,0,2,0,0,0,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,29,1,5,12,13,1,29,0,0,,0,,17,56,30,1,1,2,0,18,67,74.4,67,0,0,,0,3.00,0,0,0,0.00,-3.91,0.9,1.1,-0.3,-0.36,-1.34,0,1,2,0,0,0,0,7,0,2,0.0,1
Mykhailo Mudryk,"MF,FW",Chelsea,22,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,8,62.5,38,10,4,6,66.7,0,0,,0,0,,0.0,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9,0,0,1,8,1,9,2,2,100.0,0,0.0,7,57,28,0,1,1,0,8,10,11.1,,0,1,10,0,1.00,0,0,0,0.00,0.00,0.0,0.0,0.0,-0.33,-0.47,0,0,0,0,0,0,0,1,0,0,,1
Jacob Murphy,FW,Newcastle Utd,28,1,0,5,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,3,0,0.00,18.00,18.00,0.00,18.00,0.00,10.18,10.18,0.00,10.18,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,5,5,100.0,105,72,1,1,100.0,4,4,100.0,0,0,,0.3,+0.4,2,3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,54.00,2,0,1,0,0,0,2,36.00,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,4,4,2,1,8,2,2,100.0,0,0.0,5,79,37,0,0,1,0,3,5,5.6,,0,1,5,0,3.00,1,0,+1,+18.00,+14.82,0.6,0.3,+0.3,+4.57,+3.17,0,0,0,0,0,0,0,1,0,0,,1
Marvelous Nakamba,MF,Luton Town,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,2023,1,0,0.0,1.00,0.00,0.00,,27.8,0,0.01,0.0,0.0,19,21,90.5,264,54,10,11,90.9,8,8,100.0,0,1,0.0,0.0,0.0,1,1,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,2,3,66.7,1,2,1,1,0,3,0,0,32,5,15,14,3,0,32,0,0,,0,,13,107,16,1,0,1,1,11,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,1,1,0,0,0,0,7,0,2,0.0,1
Neto,GK,Bournemouth,34,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,32,44,72.7,881,543,4,4,100.0,19,19,100.0,9,21,42.9,0.0,0.0,0,2,0,0,32,12,4,0,0,0,0,0,0,0,0,0,0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,45,30,43,2,0,0,45,0,0,,0,,27,176,135,0,0,0,0,18,90,100.0,90,1,0,,0,1.00,1,1,0,0.00,,1.3,1.1,+0.3,+0.26,,0,0,0,0,0,0,0,2,1,0,100.0,1
Pedro Neto,"MF,FW",Wolves,23,1,1,90,1.0,0,0,0,0,0,0,1,0,0.9,0.9,0.4,1.3,7,2,7,0.00,0.00,0.00,0.00,0.00,0.88,0.42,1.30,0.88,1.30,Matches,2023,3,2,66.7,3.00,2.00,0.00,0.00,11.5,0,0.29,-0.9,-0.9,29,49,59.2,482,180,14,18,77.8,9,12,75.0,4,12,33.3,0.4,-0.4,4,0,3,2,41,8,2,0,0,15,0,6,5,1,0,0,3,6,6.00,2,2,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,59,1,2,22,37,6,59,7,4,57.1,2,28.6,33,250,148,3,1,2,0,35,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.2,2.2,0.0,+0.02,,0,0,1,0,0,0,0,8,0,0,,1
Eddie Nketiah,FW,Arsenal,24,1,1,72,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,4,1.25,0.00,1.25,1.25,1.25,0.26,0.00,0.26,0.26,0.26,Matches,2023,3,1,33.3,3.75,1.25,0.33,1.00,10.5,0,0.07,+0.8,+0.8,16,16,100.0,203,5,12,12,100.0,4,4,100.0,0,0,,0.0,0.0,0,1,0,0,14,2,0,0,0,0,1,0,0,0,0,0,0,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,26,0,0,11,15,6,26,3,0,0.0,2,66.7,14,41,9,0,0,1,1,18,72,80.0,72,0,0,,0,3.00,2,0,+2,+2.50,+7.50,0.4,0.3,+0.1,+0.09,+2.36,0,0,1,1,0,0,0,1,2,0,100.0,1
Oliver Norwood,MF,Sheffield Utd,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Matches,2023,2,1,50.0,2.00,1.00,0.00,0.00,28.9,0,0.02,0.0,0.0,35,49,71.4,792,351,12,13,92.3,12,19,63.2,11,16,68.8,0.1,-0.1,2,5,0,0,41,8,3,0,0,5,0,5,0,4,0,0,0,4,4.00,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,3,1,2,1,2,1,0,57,2,11,34,12,0,57,0,0,,0,,26,81,18,0,0,1,1,32,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,0.5,1.9,-1.4,-1.37,,0,1,0,0,0,0,0,4,1,3,25.0,1
Matheus Nunes,MF,Wolves,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,35,45,77.8,409,90,25,31,80.6,9,10,90.0,1,2,50.0,0.1,0.0,2,3,1,0,40,4,2,0,0,1,1,0,0,0,0,1,1,3,3.00,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,3,0,0,2,5,40.0,3,0,0,0,5,8,1,0,65,4,20,27,21,1,65,12,6,50.0,4,33.3,45,358,190,5,1,2,3,42,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.2,2.2,0.0,+0.02,,0,0,5,2,0,0,0,5,2,0,100.0,1
Darwin Nunez,FW,Liverpool,24,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,2023,2,0,0.0,7.20,0.00,0.00,,26.5,0,0.02,0.0,0.0,5,6,83.3,53,14,3,3,100.0,1,1,100.0,0,0,,0.0,0.0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,0,1,12,2,13,3,2,66.7,1,33.3,9,40,20,0,0,1,1,9,25,27.8,,0,1,25,0,1.00,0,0,0,0.00,0.00,0.0,0.2,-0.2,-0.75,-0.92,0,0,0,0,0,0,0,0,0,0,,1
Christian Norgaard,MF,Brentford,29,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,19,22,86.4,330,143,10,10,100.0,7,7,100.0,2,3,66.7,0.0,0.0,0,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,1,2,2.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,2,3,2,0,38,2,15,14,9,3,38,1,0,0.0,1,100.0,16,46,3,0,0,1,0,17,71,78.9,71,0,0,,0,1.00,2,2,0,0.00,0.00,1.8,1.1,+0.7,+0.94,+0.02,0,0,0,0,0,0,0,7,1,1,50.0,1
Dara O'Shea,DF,Burnley,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,42,56,75.0,857,307,12,17,70.6,24,25,96.0,6,12,50.0,0.0,0.0,0,2,0,0,54,2,2,0,1,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,1,1,1,0,62,15,43,18,1,0,62,0,0,,0,,27,130,34,0,0,1,0,42,90,100.0,90,1,0,,0,0.00,0,3,-3,-3.00,,0.3,1.9,-1.6,-1.62,,0,0,1,0,0,0,0,6,2,2,50.0,1
Chiedozie Ogbene,DF,Luton Town,26,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,3,100.0,64,25,1,1,100.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2,3,0,2,2,5,1,0,0.0,0,0.0,2,5,0,0,0,1,0,0,15,16.7,,0,1,15,0,0.00,1,2,-1,-6.00,-3.60,1.0,1.7,-0.7,-4.00,-1.76,0,0,1,0,0,0,0,2,0,0,,1
Amadou Onana,MF,Everton,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,1.1,1.2,2,4,6,0.00,0.00,0.00,0.00,0.00,0.05,1.14,1.19,0.05,1.19,Matches,2023,1,1,100.0,1.00,1.00,0.00,0.00,18.7,0,0.05,-0.1,-0.1,27,32,84.4,467,164,16,17,94.1,4,6,66.7,5,5,100.0,0.4,-1.1,3,4,1,0,31,0,0,1,1,0,0,0,0,0,0,1,1,5,5.00,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,38,2,4,20,14,1,38,0,0,,0,,25,92,42,0,1,1,0,29,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,2.7,1.5,+1.2,+1.22,,0,3,2,0,0,0,0,4,1,2,33.3,1
Andre Onana,GK,Manchester Utd,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,31,43,72.1,741,388,6,6,100.0,19,20,95.0,6,17,35.3,0.0,0.0,0,1,0,0,34,9,3,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47,38,47,0,0,0,47,0,0,,0,,30,168,133,0,0,0,0,23,90,100.0,90,1,0,,0,3.00,1,0,+1,+1.00,,2.2,2.2,0.0,-0.02,,0,0,1,0,0,0,0,1,1,1,50.0,1
Ben Osborn,FW,Sheffield Utd,29,1,1,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,2023,1,0,0.0,1.05,0.00,0.00,,12.9,0,0.12,-0.1,-0.1,11,22,50.0,119,49,7,11,63.6,2,4,50.0,0,4,0.0,0.0,0.0,0,0,0,0,19,3,1,0,0,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,0,1,1,1,2,50.0,1,6,0,6,0,2,3,0,41,0,10,19,13,1,41,1,0,0.0,1,100.0,11,56,5,0,0,2,0,16,86,95.6,86,0,0,,0,0.00,0,1,-1,-1.05,-1.05,0.5,1.9,-1.4,-1.46,-2.00,0,0,0,0,0,0,0,5,0,0,,1
William Osula,FW,Sheffield Utd,20,1,1,90,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches,2023,2,0,0.0,2.00,0.00,0.00,,19.8,0,0.12,-0.2,-0.2,6,9,66.7,109,10,3,4,75.0,1,1,100.0,1,2,50.0,0.0,0.0,0,1,1,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,22,0,3,8,11,2,22,2,0,0.0,1,50.0,13,71,11,1,0,3,2,15,90,100.0,90,1,0,,0,0.00,0,1,-1,-1.00,,0.5,1.9,-1.4,-1.37,,0,3,3,2,0,0,0,2,1,12,7.7,1
Cole Palmer,MF,Manchester City,21,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,4,2,0,6,0,0,,0,,6,35,4,0,0,1,0,6,11,12.2,,0,1,11,0,3.00,0,0,0,0.00,-3.42,0.1,0.1,+0.1,+0.62,-1.14,0,1,0,0,0,0,0,0,0,0,,1
