player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3,position_4
Danilo,28,br BRA,22,89,0,0,0,0,2,0,0,0,57.0,0.0,2,1.0,0.1,0.1,0.1,2.0,0.0,44.0,49.0,89.8,3.0,30.0,0.0,2.0,0.0,1.0,865.0,142.0,19.0,21.0,90.5,19.0,20.0,95.0,6.0,8.0,75.0,0.1,2.0,2.0,1.0,0.0,49.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,0.0,1.0,9.0,36.0,12.0,0.0,57.0,0.0,2.0,100.0,114.0,47.0,0.0,0.0,0.0,0.0,40.0,2.0,0,0,0,0,0.0,0.0,0,7.0,1.0,0.0,100.0,True,NOT,SHU,2.0,2023-2024,CM,DM,,
Cheikhou Kouyate,8,sn SEN,33,1,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,2.0,0.0,1.0,1.0,0.0,31.0,16.0,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,True,NOT,SHU,2.0,2023-2024,DM,,,
Serge Aurier,24,ci CIV,30,90,0,2,0,0,1,0,1,0,88.0,1.0,0,2.0,0.0,0.0,0.4,4.0,2.0,59.0,76.0,77.6,10.0,46.0,4.0,2.0,0.0,1.0,909.0,444.0,30.0,34.0,88.2,26.0,29.0,89.7,2.0,7.0,28.6,0.2,2.0,10.0,3.0,2.0,70.0,6.0,1.0,0.0,0.0,6,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,2.0,1.0,5.0,0.0,7.0,11.0,49.0,28.0,4.0,88.0,0.0,2.0,100.0,241.0,177.0,5.0,0.0,0.0,0.0,65.0,6.0,0,0,2,0,0.0,0.0,0,5.0,5.0,1.0,83.3,True,NOT,SHU,2.0,2023-2024,RM,RB,,
Scott McKenna,26,sct SCO,26,90,0,0,0,0,1,0,0,0,71.0,2.0,1,1.0,0.2,0.2,0.0,0.0,0.0,37.0,57.0,64.9,4.0,28.0,1.0,0.0,0.0,1.0,753.0,337.0,9.0,13.0,69.2,22.0,34.0,64.7,6.0,10.0,60.0,0.0,0.0,5.0,0.0,0.0,49.0,8.0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,3.0,6.0,0.0,9.0,27.0,42.0,3.0,1.0,71.0,,0.0,,128.0,60.0,0.0,0.0,2.0,0.0,27.0,0.0,0,1,0,0,0.0,0.0,0,10.0,8.0,2.0,80.0,True,NOT,SHU,2.0,2023-2024,CB,,,
Joe Worrall,4,eng ENG,26,90,0,0,0,0,2,0,0,0,59.0,2.0,0,1.0,0.1,0.1,0.2,3.0,1.0,44.0,48.0,91.7,4.0,20.0,0.0,0.0,0.0,1.0,945.0,283.0,6.0,7.0,85.7,32.0,33.0,97.0,5.0,7.0,71.4,0.3,2.0,2.0,0.0,0.0,45.0,3.0,1.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,2.0,6.0,1.0,9.0,30.0,25.0,5.0,4.0,59.0,,0.0,,86.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0,0,0,0,0.0,0.0,0,3.0,6.0,3.0,66.7,True,NOT,SHU,2.0,2023-2024,CB,,,
Willy Boly,30,ci CIV,32,68,0,0,0,0,2,1,1,0,49.0,2.0,3,1.0,0.4,0.4,0.0,0.0,0.0,31.0,38.0,81.6,1.0,20.0,0.0,0.0,0.0,1.0,545.0,288.0,17.0,18.0,94.4,12.0,17.0,70.6,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,30.0,8.0,1.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,5.0,4.0,0.0,5.0,27.0,16.0,6.0,3.0,49.0,,0.0,,63.0,24.0,0.0,0.0,0.0,0.0,27.0,1.0,0,2,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0,True,NOT,SHU,2.0,2023-2024,CB,,,
Anthony Elanga,21,se SWE,21,22,0,0,0,0,1,0,0,0,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,55.6,0.0,6.0,2.0,2.0,1.0,0.0,60.0,22.0,4.0,5.0,80.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,1.0,14.0,50.0,1.0,50.0,64.0,41.0,1.0,0.0,1.0,0.0,9.0,1.0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,True,NOT,SHU,2.0,2023-2024,LW,,,
Matt Turner,1,us USA,29,90,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,69.7,0.0,18.0,0.0,0.0,0.0,1.0,781.0,637.0,4.0,4.0,100.0,8.0,8.0,100.0,11.0,19.0,57.9,0.0,0.0,1.0,0.0,0.0,24.0,7.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,32.0,35.0,0.0,0.0,0.0,35.0,,0.0,,107.0,77.0,0.0,0.0,0.0,0.0,15.0,0.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,True,NOT,SHU,2.0,2023-2024,GK,,,
William Osula,32,dk DEN,20,73,0,0,0,0,1,0,0,0,18.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,55.6,0.0,9.0,0.0,2.0,0.0,1.0,46.0,5.0,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,4.0,18.0,0.0,2.0,100.0,28.0,10.0,0.0,0.0,3.0,0.0,12.0,4.0,0,0,2,0,0.0,0.0,0,0.0,3.0,8.0,27.3,False,SHU,NOT,2.0,2023-2024,FW,,,
Andre Brooks,35,eng ENG,19,17,0,0,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,19.0,4.0,5.0,80.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,9.0,,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0,0,0,0,0.0,0.0,0,0.0,1.0,1.0,50.0,False,SHU,NOT,2.0,2023-2024,AM,,,
Benie Traore,11,ci CIV,20,81,0,0,0,0,1,1,0,0,24.0,0.0,0,1.0,0.3,0.3,0.0,0.0,0.0,13.0,16.0,81.3,3.0,14.0,2.0,7.0,2.0,1.0,225.0,33.0,6.0,7.0,85.7,7.0,7.0,100.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,9.0,2.0,24.0,28.6,5.0,71.4,72.0,41.0,1.0,1.0,1.0,1.0,15.0,2.0,0,1,1,1,0.0,0.0,0,3.0,0.0,2.0,0.0,False,SHU,NOT,2.0,2023-2024,AM,FW,,
Antwoine Hackford,39,eng ENG,19,9,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,1.0,0.0,0.0,14.0,0.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,100.0,11.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,False,SHU,NOT,2.0,2023-2024,FW,,,
Gustavo Hamer,8,nl NED,26,90,1,0,0,0,1,1,1,0,58.0,1.0,2,1.0,0.0,0.0,0.0,2.0,0.0,33.0,47.0,70.2,3.0,29.0,2.0,2.0,1.0,1.0,540.0,201.0,17.0,20.0,85.0,8.0,10.0,80.0,5.0,11.0,45.5,0.1,1.0,4.0,0.0,0.0,42.0,5.0,1.0,0.0,1.0,5,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,0.0,1.0,12.0,23.0,23.0,3.0,58.0,50.0,1.0,50.0,123.0,52.0,0.0,1.0,3.0,1.0,42.0,3.0,0,1,1,0,0.0,0.0,0,3.0,0.0,0.0,,False,SHU,NOT,2.0,2023-2024,AM,,,
Vinicius de Souza Costa,21,br BRA,24,57,0,0,0,0,2,1,0,0,50.0,5.0,2,1.0,0.1,0.1,0.0,2.0,0.0,29.0,37.0,78.4,2.0,18.0,1.0,0.0,0.0,1.0,517.0,91.0,13.0,17.0,76.5,13.0,16.0,81.3,2.0,3.0,66.7,0.0,1.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,1.0,3.0,3.0,100.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24.0,21.0,5.0,0.0,50.0,,0.0,,84.0,34.0,0.0,0.0,0.0,0.0,27.0,1.0,0,1,0,0,0.0,0.0,0,8.0,1.0,1.0,50.0,False,SHU,NOT,2.0,2023-2024,CM,,,
Chris Basham,6,eng ENG,35,33,0,0,0,0,0,0,0,0,25.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,60.0,2.0,12.0,0.0,1.0,1.0,0.0,194.0,42.0,4.0,6.0,66.7,7.0,7.0,100.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,8.0,10.0,2.0,25.0,100.0,0.0,0.0,43.0,21.0,1.0,0.0,1.0,0.0,13.0,1.0,0,0,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0,False,SHU,NOT,2.0,2023-2024,CM,,,
Oliver Norwood,16,nir NIR,32,90,0,0,0,0,0,0,1,0,87.0,3.0,1,0.0,0.0,0.0,0.0,1.0,0.0,59.0,78.0,75.6,6.0,42.0,0.0,0.0,0.0,1.0,1181.0,413.0,18.0,20.0,90.0,31.0,35.0,88.6,10.0,22.0,45.5,0.2,0.0,4.0,1.0,0.0,73.0,5.0,2.0,1.0,0.0,4,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3,1.0,1.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,27.0,44.0,16.0,1.0,87.0,,0.0,,186.0,77.0,1.0,0.0,2.0,0.0,59.0,0.0,0,0,0,0,0.0,0.0,0,9.0,1.0,1.0,50.0,False,SHU,NOT,2.0,2023-2024,CM,,,
Max Lowe,3,eng ENG,26,45,0,0,0,0,0,0,0,0,11.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.3,1.0,5.0,0.0,0.0,0.0,1.0,50.0,34.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,1.0,11.0,,0.0,,13.0,7.0,0.0,0.0,2.0,0.0,6.0,2.0,0,2,0,0,0.0,0.0,0,0.0,1.0,4.0,20.0,False,SHU,NOT,2.0,2023-2024,WB,,,
Yasser Larouci,27,dz ALG,22,45,0,0,0,0,0,0,0,0,28.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,11.0,16.0,68.8,1.0,14.0,3.0,3.0,1.0,0.0,120.0,34.0,8.0,9.0,88.9,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,13.0,11.0,5.0,1.0,28.0,33.3,2.0,66.7,127.0,88.0,0.0,1.0,0.0,0.0,14.0,1.0,0,0,0,0,0.0,0.0,0,2.0,0.0,2.0,0.0,False,SHU,NOT,2.0,2023-2024,WB,,,
Ben Osborn,23,eng ENG,29,90,0,0,0,0,0,0,1,0,71.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,59.0,76.3,2.0,33.0,1.0,3.0,0.0,1.0,681.0,279.0,25.0,29.0,86.2,15.0,19.0,78.9,3.0,7.0,42.9,0.1,0.0,5.0,1.0,1.0,46.0,12.0,0.0,0.0,0.0,5,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,1.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,2.0,4.0,0.0,2.0,19.0,22.0,30.0,0.0,71.0,0.0,3.0,100.0,120.0,60.0,0.0,0.0,0.0,2.0,38.0,6.0,0,0,0,0,0.0,0.0,0,8.0,2.0,2.0,50.0,False,SHU,NOT,2.0,2023-2024,WB,,,
Jack Robinson,19,eng ENG,29,90,0,0,0,0,1,0,0,0,64.0,2.0,4,1.0,0.0,0.0,0.0,1.0,0.0,41.0,54.0,75.9,2.0,33.0,1.0,1.0,0.0,1.0,827.0,363.0,19.0,21.0,90.5,14.0,19.0,73.7,8.0,13.0,61.5,0.0,0.0,4.0,0.0,0.0,45.0,9.0,2.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,6.0,1.0,0.0,6.0,26.0,29.0,9.0,2.0,64.0,0.0,1.0,100.0,102.0,43.0,0.0,1.0,0.0,0.0,34.0,0.0,0,2,1,0,0.0,0.0,0,8.0,1.0,0.0,100.0,False,SHU,NOT,2.0,2023-2024,CB,,,
John Egan,12,ie IRL,30,90,0,0,0,0,0,0,0,0,57.0,1.0,4,1.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,77.8,1.0,30.0,0.0,0.0,0.0,1.0,664.0,218.0,8.0,12.0,66.7,25.0,29.0,86.2,1.0,3.0,33.3,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,5.0,2.0,0.0,6.0,35.0,19.0,3.0,2.0,57.0,,0.0,,146.0,59.0,1.0,0.0,1.0,0.0,35.0,0.0,0,1,0,0,0.0,0.0,0,4.0,5.0,2.0,71.4,False,SHU,NOT,2.0,2023-2024,CB,,,
Anel Ahmedhodzic,15,ba BIH,24,90,0,0,0,0,1,0,0,0,71.0,3.0,1,2.0,0.1,0.1,0.0,2.0,1.0,42.0,58.0,72.4,1.0,30.0,1.0,2.0,1.0,1.0,554.0,160.0,31.0,37.0,83.8,8.0,13.0,61.5,3.0,7.0,42.9,0.0,0.0,1.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,0.0,1.0,2.0,5.0,40.0,3.0,1.0,1.0,4.0,4.0,0.0,7.0,39.0,20.0,13.0,2.0,71.0,50.0,0.0,0.0,152.0,83.0,4.0,1.0,0.0,1.0,37.0,3.0,0,1,0,1,0.0,0.0,0,3.0,5.0,4.0,55.6,False,SHU,NOT,2.0,2023-2024,CB,,,
Wes Foderingham,18,eng ENG,32,90,0,0,0,0,0,0,0,0,36.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,65.7,0.0,22.0,0.0,0.0,0.0,1.0,549.0,366.0,8.0,8.0,100.0,9.0,9.0,100.0,6.0,18.0,33.3,0.0,0.0,1.0,0.0,0.0,23.0,12.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,36.0,0.0,0.0,0.0,36.0,,0.0,,97.0,64.0,0.0,0.0,0.0,0.0,15.0,0.0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,False,SHU,NOT,2.0,2023-2024,GK,,,
Raul Jimenez,7,mx MEX,32,85,0,0,0,0,2,0,0,0,37.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,15.0,26.0,57.7,0.0,24.0,2.0,1.0,0.0,1.0,154.0,5.0,12.0,14.0,85.7,2.0,5.0,40.0,0.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,1.0,4.0,0.0,5.0,5.0,16.0,16.0,7.0,37.0,0.0,1.0,100.0,122.0,44.0,0.0,2.0,1.0,4.0,30.0,5.0,0,0,0,1,0.0,0.0,0,3.0,2.0,7.0,22.2,True,FUL,BRF,2.0,2023-2024,FW,,,
Adama Traore,11,es ESP,27,5,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,11.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,,0.0,,20.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,True,FUL,BRF,2.0,2023-2024,RB,,,
Bobby De Cordova-Reid,14,jm JAM,30,66,0,0,0,0,2,0,0,0,19.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,11.0,12.0,91.7,1.0,11.0,0.0,0.0,0.0,1.0,185.0,58.0,5.0,6.0,83.3,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,3.0,19.0,,0.0,,45.0,2.0,0.0,0.0,2.0,0.0,13.0,2.0,0,1,1,0,0.0,0.0,0,2.0,1.0,0.0,100.0,True,FUL,BRF,2.0,2023-2024,LW,,,
Joao Palhinha,26,pt POR,28,24,0,0,0,0,0,0,1,0,24.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,19.0,20.0,95.0,3.0,17.0,0.0,0.0,0.0,0.0,378.0,66.0,4.0,4.0,100.0,13.0,13.0,100.0,2.0,3.0,66.7,0.0,0.0,2.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,16.0,2.0,0.0,24.0,,0.0,,49.0,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0,1,1,0,0.0,0.0,0,2.0,0.0,0.0,,True,FUL,BRF,2.0,2023-2024,CM,,,
Harry Wilson,8,wls WAL,26,90,0,0,0,0,2,2,0,0,47.0,0.0,0,2.0,0.0,0.0,0.0,4.0,0.0,29.0,38.0,76.3,6.0,30.0,1.0,1.0,0.0,1.0,379.0,98.0,18.0,19.0,94.7,11.0,12.0,91.7,0.0,2.0,0.0,0.1,1.0,2.0,5.0,1.0,37.0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,20.0,24.0,2.0,47.0,0.0,1.0,100.0,243.0,109.0,1.0,0.0,2.0,0.0,38.0,10.0,0,2,2,0,0.0,0.0,0,4.0,0.0,0.0,,True,FUL,BRF,2.0,2023-2024,RW,RM,,
Andreas Pereira,18,br BRA,27,67,0,0,0,0,1,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,22.0,31.8,1.0,14.0,1.0,2.0,2.0,1.0,104.0,22.0,4.0,6.0,66.7,3.0,7.0,42.9,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,5.0,1.0,0.0,0.0,8,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,20.0,2.0,29.0,100.0,0.0,0.0,96.0,45.0,1.0,1.0,2.0,1.0,14.0,3.0,0,1,0,0,0.0,0.0,0,3.0,0.0,0.0,,True,FUL,BRF,2.0,2023-2024,LM,,,
Willian,20,br BRA,35,23,0,0,0,0,1,0,0,0,14.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,8.0,10.0,80.0,0.0,8.0,0.0,1.0,0.0,0.0,170.0,38.0,3.0,4.0,75.0,3.0,3.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,8.0,0.0,14.0,0.0,1.0,100.0,39.0,20.0,1.0,0.0,1.0,0.0,7.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,True,FUL,BRF,2.0,2023-2024,LM,,,
Sasa Lukic,28,rs SRB,27,90,0,0,0,0,0,0,0,0,64.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,59.0,93.2,4.0,49.0,2.0,3.0,3.0,1.0,920.0,195.0,20.0,22.0,90.9,31.0,32.0,96.9,1.0,2.0,50.0,0.1,1.0,4.0,1.0,0.0,57.0,2.0,2.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,42.0,15.0,2.0,64.0,100.0,0.0,0.0,287.0,159.0,3.0,0.0,1.0,0.0,54.0,2.0,0,2,4,0,0.0,0.0,0,2.0,1.0,0.0,100.0,True,FUL,BRF,2.0,2023-2024,CM,,,
Harrison Reed,6,eng ENG,28,66,0,0,0,0,0,0,1,0,31.0,2.0,0,1.0,0.0,0.0,0.2,3.0,0.0,24.0,27.0,88.9,3.0,19.0,0.0,0.0,0.0,1.0,329.0,50.0,14.0,14.0,100.0,7.0,9.0,77.8,1.0,2.0,50.0,0.1,3.0,1.0,1.0,0.0,25.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,17.0,11.0,1.0,31.0,,0.0,,82.0,12.0,0.0,0.0,0.0,1.0,22.0,2.0,0,1,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0,True,FUL,BRF,2.0,2023-2024,RM,,,
Calvin Bassey,3,ng NGA,23,24,0,0,0,0,0,0,0,0,22.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,90.0,1.0,15.0,0.0,0.0,0.0,0.0,353.0,86.0,5.0,5.0,100.0,11.0,13.0,84.6,2.0,2.0,100.0,0.0,0.0,2.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,0.0,3.0,8.0,14.0,0.0,0.0,22.0,,0.0,,75.0,32.0,0.0,0.0,0.0,0.0,15.0,0.0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,True,FUL,BRF,2.0,2023-2024,CB,,,
