player,shirtnumber,nation,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,started,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season,position_1,position_2,position_3
Abdoulaye Doucoure,16,ml MLI,30,90,1,0,0,0,4,3,1,0,57,1,0,2,1.1,1.1,0.2,3,1,37,47,78.7,3,31,3,1,1,1.0,593,145,17,19,89.5,15,16,93.8,3,4,75.0,0.0,2,3,0,0,44,3,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,2,50.0,1,0,2,1,0,0,1,7,33,17,7,57,100.0,0,0.0,124,48,1,2,1,1,35,9,0,2,0,1,0,0,0,8,1,1,50.0,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,FW,,
Arnaut Danjuma,10,nl NED,26,90,1,0,0,0,5,2,0,0,34,1,0,0,1.1,1.1,0.1,2,0,19,27,70.4,1,28,4,1,1,1.0,220,87,12,14,85.7,5,8,62.5,0,2,0.0,0.0,1,2,0,0,27,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,1,0,0,0,5,13,16,6,34,100.0,0,0.0,206,135,0,3,0,0,24,7,0,1,2,1,0,0,0,8,1,2,33.3,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,LM,,
Amadou Onana,8,be BEL,22,90,0,0,0,0,1,0,0,0,55,2,0,1,0.0,0.0,0.8,3,0,37,47,78.7,6,34,3,0,0,1.0,572,143,23,25,92.0,9,13,69.2,3,5,60.0,0.0,1,2,0,0,46,0,0,0,1,2,0,0,0,0,0,1,1,2,2,0,0,0,0,,0,0,1,2,2,0,2,8,25,22,2,55,,0,,150,95,3,0,2,0,40,3,0,2,3,0,0,0,0,2,6,1,85.7,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,CM,,
Idrissa Gana Gueye,27,sn SEN,33,90,0,0,0,0,0,0,0,0,65,3,1,1,0.0,0.0,0.0,1,0,50,57,87.7,7,39,2,2,1,1.0,766,196,26,29,89.7,20,23,87.0,2,2,100.0,0.0,0,3,0,0,57,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,0,0,0,,0,0,1,4,0,0,4,9,44,13,0,65,50.0,1,50.0,156,66,2,0,1,1,39,3,0,1,2,0,0,0,0,8,0,1,0.0,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,CM,,
James Garner,37,eng ENG,22,74,0,0,0,0,0,0,0,0,23,2,0,2,0.0,0.0,0.0,1,0,9,17,52.9,3,15,0,3,0,1.0,121,34,6,7,85.7,3,4,75.0,0,4,0.0,0.0,1,3,0,0,15,2,2,0,0,4,0,0,0,0,0,0,1,2,2,0,0,1,1,100.0,0,0,2,2,0,0,1,4,8,11,0,23,0.0,2,66.7,41,21,0,0,0,0,16,4,0,1,1,0,0,0,0,3,0,0,,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,RM,,
Dwight McNeil,7,eng ENG,23,16,0,0,0,0,1,0,0,0,10,0,1,1,0.0,0.0,0.0,1,0,7,8,87.5,0,10,0,0,0,0.0,123,9,3,3,100.0,3,4,75.0,1,1,100.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,4,6,0,10,,0,,132,17,1,0,0,3,11,2,0,1,0,0,0,0,0,1,0,0,,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,RM,,
Ashley Young,18,eng ENG,38,90,0,0,0,0,1,1,0,0,98,4,1,2,0.1,0.1,0.1,2,0,50,82,61.0,6,50,3,1,0,1.0,861,419,26,33,78.8,18,27,66.7,6,16,37.5,0.1,2,3,2,0,60,21,3,0,0,9,12,6,2,3,1,1,3,4,3,1,0,3,6,50.0,3,0,2,5,2,0,1,24,50,24,0,98,0.0,1,100.0,234,170,2,0,0,0,49,4,0,1,3,0,0,0,0,11,1,2,33.3,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,LB,,
Jarrad Branthwaite,32,eng ENG,21,90,0,0,0,0,0,0,1,0,57,3,2,0,0.0,0.0,0.0,1,0,41,47,87.2,5,29,0,0,0,1.0,768,293,16,19,84.2,22,25,88.0,3,3,100.0,0.0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,2,100.0,0,0,0,5,4,0,4,29,28,0,0,57,,0,,74,24,0,0,0,0,25,0,0,2,0,0,0,0,0,7,6,4,60.0,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,CB,,
James Tarkowski,6,eng ENG,30,89,0,0,0,0,0,0,0,0,64,3,1,2,0.0,0.0,0.0,0,0,44,54,81.5,3,45,0,0,0,1.0,913,388,14,15,93.3,23,25,92.0,7,13,53.8,0.0,0,3,0,0,52,2,1,0,2,0,1,0,0,0,0,0,1,1,2,1,0,1,1,100.0,0,1,1,4,4,0,4,26,36,2,1,64,,0,,173,92,0,0,0,0,42,0,0,0,0,0,0,0,0,5,2,1,66.7,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,CB,,
Ben Godfrey,22,eng ENG,25,1,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,0.0,58,10,0,0,,1,1,100.0,1,2,50.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,3,1,0,4,,0,,5,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,CB,,
Nathan Patterson,2,sct SCO,21,90,0,1,0,0,0,0,0,0,86,1,1,4,0.0,0.0,0.7,2,1,57,74,77.0,5,52,4,3,1,1.0,916,360,30,32,93.8,17,26,65.4,7,10,70.0,0.5,2,9,2,1,61,13,0,0,0,4,13,0,0,0,0,0,3,1,1,0,0,1,3,33.3,2,1,3,2,2,0,5,17,45,24,2,86,33.3,2,66.7,213,114,4,1,2,0,54,4,0,1,0,0,0,0,0,5,0,1,0.0,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,RB,,
Jordan Pickford,1,eng ENG,29,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,20,36,55.6,0,30,0,0,0,1.0,636,482,3,3,100.0,8,9,88.9,9,24,37.5,0.0,0,2,0,0,30,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,27,42,0,0,0,42,,0,,206,152,0,0,0,0,18,0,0,0,0,0,0,0,1,1,0,0,,False,Everton Player Stats,Sheffield Utd Player Stats,4.0,2023-2024,GK,,
Nicolas Jackson,15,sn SEN,22,90,0,0,0,0,4,0,1,0,45,0,0,0,1.0,1.0,0.0,7,0,22,26,84.6,5,36,4,6,5,1.0,206,45,16,17,94.1,4,5,80.0,0,0,,0.1,1,2,1,0,24,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17,30,9,45,83.3,1,16.7,246,126,3,1,7,3,38,10,0,0,1,1,0,0,0,2,0,2,0.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,FW,,
Enzo Fernandez,8,ar ARG,22,90,0,0,0,0,4,1,0,0,111,3,0,2,0.2,0.2,0.4,7,0,82,98,83.7,16,70,1,1,1,1.0,1280,508,45,48,93.8,29,33,87.9,4,10,40.0,0.5,3,16,5,0,93,4,1,1,0,7,1,2,0,2,0,1,0,1,1,1,1,1,2,50.0,1,0,2,3,0,0,0,9,63,39,0,111,100.0,0,0.0,306,156,1,0,2,4,82,3,0,0,2,0,0,0,0,3,2,1,66.7,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,AM,DM,
Raheem Sterling,7,eng ENG,28,90,0,0,0,0,3,0,0,0,50,0,0,0,0.4,0.4,0.3,3,0,29,40,72.5,2,42,5,4,0,1.0,286,55,24,30,80.0,3,5,60.0,0,1,0.0,0.3,2,0,1,0,40,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,37,14,50,0.0,2,50.0,174,112,1,4,0,0,44,13,0,0,2,0,0,0,0,1,0,0,,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,AM,RW,LW
Moises Caicedo,25,ec ECU,21,76,0,0,0,0,1,0,0,0,69,3,0,0,0.1,0.1,0.0,5,0,53,59,89.8,9,48,1,2,1,1.0,698,194,35,38,92.1,11,11,100.0,4,5,80.0,0.0,0,7,1,0,58,1,1,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,1,100.0,0,0,0,3,1,0,2,12,42,16,0,69,50.0,0,0.0,211,87,3,0,3,1,53,3,0,0,1,0,0,0,0,5,1,0,100.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,CM,DM,
Ian Maatsen,29,nl NED,21,14,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,1,0,15,18,83.3,2,14,2,1,0,0.0,209,64,10,10,100.0,5,7,71.4,0,1,0.0,0.0,1,4,1,1,17,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,8,10,0,20,0.0,1,100.0,138,79,1,0,0,1,14,1,0,0,0,0,0,0,0,0,1,0,100.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,LM,,
Conor Gallagher,23,eng ENG,23,61,0,0,0,0,1,0,1,0,65,4,0,0,0.1,0.1,0.1,4,0,49,57,86.0,6,48,1,0,0,1.0,745,202,31,34,91.2,11,14,78.6,5,5,100.0,0.0,1,7,1,0,55,2,2,0,0,1,0,0,0,0,0,0,1,2,0,4,0,1,1,100.0,0,0,0,4,0,0,1,9,42,16,0,65,,0,,239,113,2,0,0,0,45,2,0,2,1,0,0,0,0,9,1,1,50.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,CM,,
Cole Palmer,20,eng ENG,21,29,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.1,3,0,29,36,80.6,6,31,2,4,3,0.0,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,1,2,4,0,35,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,11,29,2,41,75.0,1,25.0,235,104,4,1,1,2,33,4,0,1,0,0,0,0,0,2,0,0,,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,AM,,
Ben Chilwell,21,eng ENG,26,61,0,0,0,0,2,0,1,0,36,1,0,1,0.3,0.3,0.4,2,0,11,25,44.0,1,15,3,2,2,1.0,147,56,6,12,50.0,2,4,50.0,1,6,16.7,0.4,2,0,1,1,19,5,0,0,0,4,2,3,1,2,0,1,0,1,0,1,0,0,1,0.0,1,0,1,1,0,0,0,2,13,22,5,36,100.0,0,0.0,118,48,0,2,2,2,20,5,0,1,0,0,0,0,0,1,4,4,50.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,WB,,
Noni Madueke,11,eng ENG,21,29,0,0,0,0,1,0,0,0,38,0,0,0,0.0,0.0,0.0,1,0,28,32,87.5,2,27,4,3,0,0.0,326,78,20,20,100.0,5,7,71.4,1,2,50.0,0.1,0,1,1,1,30,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,6,29,5,38,0.0,2,66.7,205,147,2,1,2,1,31,13,0,0,1,0,0,0,0,1,0,0,,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,RM,RW,
Malo Gusto,27,fr FRA,20,76,0,0,0,0,0,0,0,0,92,3,1,2,0.0,0.0,0.0,1,0,69,85,81.2,3,65,5,2,1,1.0,878,191,47,51,92.2,20,28,71.4,1,2,50.0,0.0,0,4,1,0,75,10,1,0,0,7,9,0,0,0,0,0,2,1,2,1,0,2,3,66.7,1,0,2,4,0,0,0,13,36,45,3,92,50.0,1,50.0,323,152,5,1,0,0,64,10,0,2,0,0,0,0,0,8,0,1,0.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,WB,RB,
Mykhailo Mudryk,10,ua UKR,22,14,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,7,12,58.3,1,11,0,1,0,0.0,75,20,6,7,85.7,1,2,50.0,0,2,0.0,0.0,0,0,1,0,9,3,0,0,0,4,1,2,0,2,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,4,10,1,15,0.0,1,100.0,74,20,0,0,1,0,11,2,0,0,0,0,0,0,0,1,0,0,,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,LW,,
Levi Colwill,26,eng ENG,20,90,0,0,0,0,0,0,0,0,67,1,3,0,0.0,0.0,0.0,1,0,48,58,82.8,1,37,1,0,0,1.0,628,239,33,34,97.1,11,14,78.6,2,5,40.0,0.0,0,2,0,0,50,8,1,0,0,1,7,0,0,0,0,0,2,1,0,1,0,1,1,100.0,0,0,0,4,1,0,2,18,40,10,1,67,,0,,178,70,0,0,1,0,36,3,0,3,0,1,0,0,0,8,4,2,66.7,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,CB,LB,
Thiago Silva,6,br BRA,38,90,0,0,0,0,1,1,0,0,108,1,1,0,0.1,0.1,0.0,2,0,95,100,95.0,4,88,0,0,0,1.0,1504,591,46,47,97.9,48,50,96.0,1,3,33.3,0.0,1,12,0,0,97,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,100.0,0,0,0,2,6,0,14,33,70,5,1,108,,0,,383,219,1,0,0,0,84,0,0,1,0,0,0,0,0,7,4,1,80.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,CB,,
Axel Disasi,2,fr FRA,25,90,0,0,0,0,2,0,0,0,115,0,1,0,0.1,0.1,0.1,1,0,101,108,93.5,11,87,2,0,0,1.0,1603,465,46,48,95.8,53,54,98.1,2,4,50.0,0.1,1,12,0,0,105,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,2,0,5,28,83,4,2,115,,0,,468,301,0,0,0,0,92,1,0,0,1,0,0,0,0,2,6,1,85.7,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,CB,,
Robert Sanchez,1,es ESP,25,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,30,33,90.9,1,25,0,0,0,1.0,520,381,15,15,100.0,11,12,91.7,3,5,60.0,0.0,0,1,0,0,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,24,33,2,0,0,35,,0,,131,102,0,0,0,0,15,0,0,0,0,0,0,0,0,4,1,0,100.0,True,Chelsea Player Stats,Nott'ham Forest Player Stats,4.0,2023-2024,GK,,
Taiwo Awoniyi,9,ng NGA,26,64,0,1,0,0,2,0,0,0,23,1,0,1,0.2,0.2,0.4,3,1,6,15,40.0,2,13,2,0,0,1.0,112,30,2,6,33.3,3,5,60.0,1,1,100.0,0.2,2,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,0,0,1,1,1,0,1,3,12,9,4,23,,0,,80,50,3,1,2,2,15,4,0,1,1,0,0,0,0,5,1,5,16.7,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,FW,,
Chris Wood,11,nz NZL,31,26,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,3,0,0,0,0.0,21,14,2,3,66.7,0,1,0.0,0,0,,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,2,6,0,0,8,,0,,6,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,FW,,
Morgan Gibbs-White,10,eng ENG,23,90,0,0,0,0,0,0,0,0,37,2,1,1,0.0,0.0,0.0,2,0,14,24,58.3,0,14,1,2,1,1.0,283,119,5,7,71.4,1,4,25.0,5,9,55.6,0.0,0,1,0,0,19,5,5,1,2,1,0,0,0,0,0,0,0,1,1,1,0,2,5,40.0,3,1,0,3,1,0,1,10,24,3,0,37,50.0,0,0.0,100,45,0,0,3,2,15,3,0,0,2,0,0,0,0,3,0,4,0.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,AM,,
Danilo,28,br BRA,22,44,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,0,0,4,8,50.0,0,5,1,1,1,1.0,40,17,4,5,80.0,0,0,,0,0,,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,1,0,0,0,1,8,1,0,9,100.0,0,0.0,22,9,0,0,0,1,6,2,0,0,1,0,0,0,0,2,1,0,100.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,AM,,
Anthony Elanga,21,se SWE,21,46,1,0,0,0,3,3,0,0,18,1,0,1,0.5,0.5,0.0,3,0,4,7,57.1,1,11,4,4,3,0.0,61,23,3,4,75.0,0,2,0.0,1,1,100.0,0.0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,1,1,2,0,1,8,6,6,4,18,75.0,1,25.0,164,100,2,3,1,1,9,3,0,0,0,2,0,0,0,3,0,2,0.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,AM,,
Ryan Yates,22,eng ENG,25,90,0,0,0,0,1,0,1,0,45,6,3,5,0.0,0.0,0.0,0,0,14,22,63.6,2,12,1,0,0,1.0,219,76,8,13,61.5,3,5,60.0,2,3,66.7,0.0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,4,50.0,2,2,3,9,5,0,8,25,14,6,0,45,,0,,75,39,1,0,0,0,13,0,0,4,2,0,0,0,0,8,1,2,33.3,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,CM,,
Orel Mangala,5,be BEL,25,71,0,0,0,0,1,0,0,0,27,1,2,1,0.0,0.0,0.0,2,1,14,18,77.8,2,8,0,2,0,1.0,175,81,8,9,88.9,5,6,83.3,0,1,0.0,0.0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,50.0,1,0,1,3,0,0,2,10,14,3,0,27,0.0,2,100.0,28,15,0,0,0,1,13,2,0,1,0,0,0,0,0,1,0,1,0.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,CM,,
Nuno Tavares,3,pt POR,23,19,0,0,0,0,0,0,1,0,13,2,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,2,1,0,0,0.0,20,8,2,2,100.0,0,2,0.0,0,1,0.0,0.0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,2,100.0,0,0,0,2,3,0,4,10,2,1,0,13,,0,,20,9,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,WB,,
Ola Aina,43,ng NGA,26,72,0,0,0,0,0,0,1,0,22,1,0,1,0.0,0.0,0.0,1,0,5,11,45.5,0,11,1,3,0,1.0,73,40,2,5,40.0,3,3,100.0,0,2,0.0,0.0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,1,0,1,1,0,4,12,7,3,0,22,0.0,2,66.7,73,35,1,0,1,1,8,0,0,1,2,1,0,0,0,5,1,0,100.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,WB,,
Cheikhou Kouyate,8,sn SEN,33,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,2,0,0,0,0.0,26,25,1,1,100.0,1,1,100.0,0,0,,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,5,0,4,4,3,0,0,7,,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,CM,,
Serge Aurier,24,ci CIV,30,71,0,0,0,0,0,0,0,0,39,3,0,0,0.0,0.0,0.0,0,0,20,29,69.0,3,16,0,2,0,1.0,263,101,11,16,68.8,5,7,71.4,1,3,33.3,0.0,0,0,0,0,26,3,1,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,1,0.0,1,0,0,3,2,0,2,11,24,4,0,39,0.0,2,100.0,36,7,1,0,2,1,24,1,0,1,1,0,0,0,0,5,2,4,33.3,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,WB,,
Gonzalo Montiel,29,ar ARG,26,19,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0.0,0,0,0,0,,0,0,,0,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100.0,0,0,0,1,1,0,1,3,0,0,0,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,WB,,
Scott McKenna,26,sct SCO,26,90,0,0,0,0,0,0,0,0,30,0,0,2,0.0,0.0,0.1,1,0,16,21,76.2,2,11,0,0,0,1.0,317,225,3,4,75.0,12,15,80.0,1,2,50.0,0.1,2,0,1,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,5,0,6,23,5,2,1,30,,0,,58,21,0,0,1,0,9,0,0,0,1,0,0,0,0,4,1,0,100.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,CB,,
Joe Worrall,4,eng ENG,26,90,0,0,0,0,0,0,0,0,28,2,0,3,0.0,0.0,0.0,0,0,14,18,77.8,0,13,0,0,0,1.0,296,153,4,5,80.0,9,10,90.0,1,2,50.0,0.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0.0,2,3,0,2,7,0,14,22,7,0,0,28,,0,,33,9,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,2,0.0,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,CB,,
Willy Boly,30,ci CIV,32,90,0,0,0,0,0,0,0,0,50,3,2,4,0.0,0.0,0.0,0,0,18,34,52.9,2,16,1,1,0,1.0,231,152,11,13,84.6,5,14,35.7,0,5,0.0,0.0,0,1,0,0,24,10,0,0,0,0,10,0,0,0,0,0,1,1,2,1,0,0,1,0.0,1,4,0,5,8,0,14,32,15,3,0,50,0.0,0,0.0,64,33,1,0,0,0,14,0,0,0,0,0,0,0,0,5,5,1,83.3,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,CB,,
Matt Turner,1,us USA,29,90,0,0,0,0,0,0,1,0,38,0,0,0,0.0,0.0,0.0,1,0,19,37,51.4,0,10,0,0,0,1.0,740,647,3,3,100.0,6,6,100.0,10,28,35.7,0.0,0,0,0,0,18,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32,38,0,0,0,38,,0,,76,59,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,,False,Nott'ham Forest Player Stats,Chelsea Player Stats,4.0,2023-2024,GK,,
Erling Haaland,9,no NOR,23,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,1.0,49,29,2,2,100.0,1,2,50.0,0,0,,0.1,2,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2,0,2,2,6,9,4,16,0.0,1,100.0,27,11,0,0,2,0,10,3,0,1,0,0,0,0,0,1,0,1,0.0,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,FW,,
Phil Foden,47,eng ENG,23,89,0,1,0,0,0,0,0,0,51,1,0,0,0.0,0.0,0.0,1,1,35,44,79.5,1,31,2,4,2,1.0,498,56,25,28,89.3,5,9,55.6,3,5,60.0,0.0,1,1,0,0,40,4,1,0,0,4,0,3,0,2,0,0,0,0,1,0,0,1,2,50.0,1,0,0,1,0,0,0,5,27,19,5,51,50.0,2,50.0,162,51,0,1,3,1,43,9,0,0,1,0,0,0,0,4,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,LW,RW,
Oscar Bobb,52,no NOR,20,1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,2,3,1,2,2,0.0,67,23,3,3,100.0,0,0,,1,1,100.0,0.0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,3,1,4,100.0,0,0.0,35,26,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,RW,,
Jeremy Doku,11,be BEL,21,75,0,0,0,0,0,0,0,0,36,3,2,0,0.0,0.0,0.0,0,0,20,26,76.9,0,24,2,4,2,1.0,328,22,10,11,90.9,7,9,77.8,2,2,100.0,0.0,0,0,1,1,26,0,0,0,0,3,0,0,0,0,0,0,3,2,0,2,1,1,1,100.0,0,0,0,5,1,0,0,2,19,16,0,36,50.0,1,25.0,111,60,0,0,2,2,26,4,0,0,3,1,0,0,0,4,0,0,,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,RW,,
Sergio Gomez,21,es ESP,22,15,0,1,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.2,2,2,9,10,90.0,1,7,1,2,2,0.0,175,16,3,3,100.0,5,6,83.3,1,1,100.0,0.1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4,6,1,11,100.0,0,0.0,34,22,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,1,0.0,True,Manchester City Player Stats,Fulham Player Stats,4.0,2023-2024,LW,,
