player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Pierre Hojbjerg,MF,Tottenham,28,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,23,25,92.0,378,76,12,12,100.0,8,10,80.0,2,2,100.0,0.0,0.0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,27,1,10,17,1,0,27,1,1,100.0,0,0.0,17,80,34,0,0,0,0,23,15,8.3,,0,1,15,1,3.00,1,0,+1,+6.00,+5.45,0.5,0.3,+0.2,+0.99,+1.76,0,0,0,0,0,0,0,2,0,1,0.0,2
Danny Ings,FW,West Ham,31,1,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,0.86,0.86,2023,1,0,0.0,6.92,0.00,0.00,,14.1,0,0.12,-0.1,-0.1,1,4,25.0,4,1,0,1,0.0,0,1,0.0,0,0,,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,9,1,2,3,4,2,9,2,1,50.0,1,50.0,5,4,3,0,0,1,0,5,13,7.2,,0,1,13,1,1.00,0,1,-1,-6.92,-8.54,0.2,0.9,-0.7,-4.91,-4.79,0,1,0,1,0,0,0,0,0,1,0.0,2
Alexander Isak,FW,Newcastle Utd,23,2,2,132,1.5,2,0,2,2,0,0,0,0,0.8,0.8,0.0,0.8,3,2,5,1.36,0.00,1.36,1.36,1.36,0.53,0.00,0.53,0.53,0.53,2023,3,3,100.0,2.05,2.05,0.67,0.67,11.6,0,0.26,+1.2,+1.2,20,26,76.9,262,35,14,17,82.4,6,7,85.7,0,1,0.0,0.0,0.0,0,1,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,3,2.05,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37,0,1,20,16,9,37,5,2,40.0,2,40.0,25,172,94,1,2,5,0,25,66,73.3,66,0,0,,0,1.50,3,2,+1,+0.68,-3.07,2.1,2.2,-0.1,-0.06,-1.87,0,1,1,1,0,0,0,3,0,2,0.0,2
Alex Iwobi,MF,Everton,27,2,2,140,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,4,8,0.00,0.00,0.00,0.00,0.00,0.21,0.14,0.35,0.21,0.35,2023,4,2,50.0,2.57,1.29,0.00,0.00,16.2,0,0.08,-0.3,-0.3,27,42,64.3,545,179,13,14,92.9,7,10,70.0,7,15,46.7,0.4,-0.2,4,1,3,1,34,7,0,0,0,10,1,6,4,2,0,1,2,12,7.77,6,1,2,3,0,0,0,0.00,0,0,0,0,0,0,2,0,1,0,1,2,3,66.7,1,2,0,2,1,3,0,0,58,0,5,17,38,3,58,4,3,75.0,1,25.0,33,316,221,5,2,3,1,34,70,77.8,70,1,0,,0,0.00,0,3,-3,-1.93,+2.57,2.9,3.3,-0.3,-0.21,+1.45,0,0,0,3,0,0,0,5,0,0,,2
Nicolas Jackson,FW,Chelsea,22,2,2,180,2.0,0,0,0,0,0,0,2,0,1.3,1.3,0.0,1.4,7,1,14,0.00,0.00,0.00,0.00,0.00,0.67,0.01,0.68,0.67,0.68,2023,6,2,33.3,3.00,1.00,0.00,0.00,10.4,0,0.22,-1.3,-1.3,38,52,73.1,349,58,27,33,81.8,5,6,83.3,0,0,,0.1,0.0,1,2,1,0,47,5,0,1,0,0,0,0,0,0,0,0,4,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,0,2,1,0,0,,0,3,1,2,0,3,2,0,75,3,5,30,42,11,75,6,3,50.0,1,16.7,46,381,219,3,2,4,3,53,90,100.0,90,2,0,,0,0.50,2,4,-2,-1.00,,3.8,3.1,+0.8,+0.39,,0,1,3,3,0,0,0,6,3,4,42.9,2
Reece James,DF,Chelsea,23,1,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,7,13,0.00,0.00,0.00,0.00,0.00,0.04,0.31,0.35,0.04,0.35,2023,1,0,0.0,1.20,0.00,0.00,,32.3,1,0.03,0.0,0.0,55,68,80.9,960,302,24,26,92.3,26,33,78.8,4,5,80.0,0.4,-0.3,2,6,4,2,58,10,2,0,1,9,8,0,0,0,0,0,2,2,2.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,73,0,14,28,31,1,73,1,1,100.0,0,0.0,51,273,149,3,0,2,2,52,75,41.7,75,0,0,,0,1.00,1,1,0,0.00,+1.71,1.4,1.2,+0.1,+0.15,-0.41,0,0,0,0,0,0,0,5,3,2,60.0,2
Vitaly Janelt,MF,Brentford,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,9,7,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,2023,1,1,100.0,0.50,0.50,0.00,0.00,20.3,0,0.04,0.0,0.0,41,51,80.4,747,229,22,24,91.7,13,18,72.2,5,6,83.3,0.2,-0.2,2,5,2,0,49,2,2,1,1,0,0,0,0,0,0,0,2,7,3.50,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,2,5,40.0,3,1,1,0,1,3,3,0,60,6,25,20,15,3,60,0,0,,0,,34,72,29,0,0,2,2,41,90,100.0,90,2,0,,0,2.00,5,2,+3,+1.50,,5.9,1.7,+4.1,+2.06,,0,1,2,0,0,0,0,9,2,0,100.0,2
Mathias Jensen,MF,Brentford,27,2,2,138,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,8,4,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.24,0.06,0.24,2023,2,1,50.0,1.30,0.65,0.00,0.00,33.1,1,0.04,-0.1,-0.1,59,85,69.4,1390,576,21,24,87.5,17,22,77.3,19,31,61.3,0.7,-0.3,4,8,3,0,63,21,3,2,5,9,12,5,1,2,1,1,2,9,5.87,2,5,0,0,2,0,1,0.65,0,0,0,0,1,0,5,4,3,2,0,2,5,40.0,3,0,0,0,2,7,3,0,105,2,27,47,32,2,105,5,2,40.0,2,40.0,51,196,105,1,0,3,1,55,69,76.7,69,1,0,,0,2.00,5,2,+3,+1.96,+1.96,5.4,1.2,+4.2,+2.72,+2.80,0,2,5,0,1,0,0,9,0,1,0.0,2
Raul Jimenez,FW,Fulham,32,2,2,142,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,10,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,2023,3,0,0.0,1.90,0.00,0.00,,17.9,0,0.04,-0.1,-0.1,27,43,62.8,293,59,21,25,84.0,3,8,37.5,1,4,25.0,0.1,0.0,0,1,1,0,41,2,0,0,1,1,0,0,0,0,0,0,3,1,0.63,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,4,0,56,5,7,24,25,9,56,1,0,0.0,1,100.0,43,185,70,1,2,1,6,49,71,78.9,71,0,0,,0,1.50,0,2,-2,-1.27,-1.27,0.7,4.5,-3.8,-2.39,-0.85,0,0,1,4,0,0,0,5,3,7,30.0,2
Joao Pedro,MF,Brighton,21,2,1,121,1.3,1,0,1,0,1,1,1,0,1.5,0.7,0.0,0.7,4,4,17,0.74,0.00,0.74,0.00,0.00,1.12,0.01,1.13,0.54,0.55,2023,4,1,25.0,2.98,0.74,0.00,0.00,14.8,0,0.18,-0.5,-0.7,33,40,82.5,431,95,27,30,90.0,2,3,66.7,3,4,75.0,0.0,0.0,1,2,0,0,38,2,0,0,0,0,1,0,0,0,0,0,0,6,4.46,2,0,0,1,2,1,1,0.74,0,0,0,0,1,0,4,3,0,2,2,1,1,100.0,0,1,0,1,0,4,4,0,71,3,7,25,39,15,70,8,1,12.5,5,62.5,49,271,131,3,6,4,2,51,61,67.2,87,0,1,34,0,3.00,3,2,+1,+0.74,-6.88,3.1,2.3,+0.8,+0.61,-2.23,0,1,7,2,1,0,0,7,0,1,0.0,2
Joelinton,MF,Newcastle Utd,27,2,2,146,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,1,5,4,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15,2023,2,0,0.0,1.23,0.00,0.00,,11.2,0,0.08,-0.2,-0.2,53,60,88.3,680,151,37,43,86.0,14,14,100.0,1,1,100.0,0.2,-0.1,2,4,1,0,58,2,2,1,0,0,0,0,0,0,0,0,0,6,3.70,6,0,0,0,0,0,1,0.62,1,0,0,0,0,0,4,3,1,3,0,0,1,0.0,1,1,1,0,2,6,1,0,71,3,13,37,22,4,71,0,0,,0,,47,158,46,2,0,0,0,50,73,81.1,73,1,0,,0,1.50,5,2,+3,+1.85,+1.85,3.5,2.3,+1.2,+0.76,+1.71,0,4,1,0,0,0,0,9,1,1,50.0,2
Ryan John Giles,DF,Luton Town,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,39,46.2,414,244,6,9,66.7,6,11,54.5,6,16,37.5,0.3,-0.1,2,2,3,2,26,13,0,0,0,14,6,7,1,6,0,0,2,4,4.00,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,5,0,48,5,21,7,20,0,48,2,0,0.0,1,50.0,15,98,65,1,0,0,0,19,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,0,1,0,0,0,0,3,1,0,100.0,2
Brennan Johnson,FW,Nott'ham Forest,22,2,2,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,6,0,13,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,2023,3,0,0.0,1.61,0.00,0.00,,19.7,0,0.11,-0.3,-0.3,30,43,69.8,420,51,17,21,81.0,12,16,75.0,1,1,100.0,0.0,0.0,0,0,0,0,40,2,0,0,0,2,0,0,0,0,0,1,2,3,1.61,2,0,0,1,0,0,1,0.54,1,0,0,0,0,0,2,0,1,1,0,1,3,33.3,2,2,0,2,0,2,0,0,59,0,8,27,24,8,59,4,0,0.0,2,50.0,36,248,122,3,2,3,1,40,84,93.3,84,0,0,,0,1.50,2,3,-1,-0.54,-8.04,1.9,0.9,+1.0,+0.52,-1.48,0,1,5,1,0,0,0,6,1,1,50.0,2
Sam Johnstone,GK,Crystal Palace,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,41,55,74.5,1278,824,6,6,100.0,16,16,100.0,19,33,57.6,0.0,0.0,0,0,0,0,41,14,2,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59,52,59,0,0,0,59,0,0,,0,,35,189,104,0,0,0,0,26,90,100.0,90,2,0,,0,1.50,1,1,0,0.00,,2.9,2.5,+0.4,+0.18,,0,1,0,0,0,1,0,2,0,0,,2
Curtis Jones,MF,Liverpool,22,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,18,88.9,188,53,11,11,100.0,4,5,80.0,0,1,0.0,0.0,0.0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,0,1,1,2,0,0,21,1,4,11,6,0,21,1,1,100.0,0,0.0,14,54,21,0,0,0,2,16,25,13.9,,0,1,25,0,1.00,0,0,0,0.00,-1.16,0.0,0.2,-0.2,-0.75,-1.84,0,1,0,1,0,0,0,4,0,0,,2
Jorginho,MF,Arsenal,31,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,12,91.7,209,91,5,5,100.0,3,3,100.0,2,2,100.0,0.0,0.0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,13,0,2,10,1,0,13,0,0,,0,,9,14,1,0,0,0,0,10,12,6.7,,0,1,12,1,3.00,0,0,0,0.00,-1.07,0.0,0.6,-0.6,-4.13,-4.78,0,0,0,0,0,0,0,1,0,0,,2
Diogo Jota,FW,Liverpool,26,2,2,140,1.6,1,0,1,1,0,0,1,0,0.8,0.8,0.2,0.9,4,2,13,0.64,0.00,0.64,0.64,0.64,0.49,0.12,0.61,0.49,0.61,2023,7,2,28.6,4.50,1.29,0.14,0.50,12.5,0,0.11,+0.2,+0.2,40,55,72.7,541,165,24,32,75.0,11,14,78.6,2,2,100.0,0.1,-0.2,3,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3,7,4.50,5,0,2,0,0,0,1,0.64,0,0,1,0,0,0,2,1,0,2,0,1,4,25.0,3,1,0,1,1,3,2,0,84,2,11,37,37,16,84,6,3,50.0,3,50.0,43,183,124,2,1,7,1,54,70,77.8,70,0,0,,0,2.00,4,2,+2,+1.29,+1.29,4.2,1.6,+2.6,+1.70,+3.86,0,3,2,0,0,0,0,7,4,5,44.4,2
Mads Juel Andersen,DF,Luton Town,25,1,1,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,17,94.1,322,117,8,9,88.9,5,5,100.0,3,3,100.0,0.0,0.0,0,3,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,6,0,28,8,17,10,1,0,28,0,0,,0,,12,61,28,0,0,1,0,12,75,83.3,75,0,0,,0,0.00,0,2,-2,-2.40,+3.60,0.4,2.3,-1.9,-2.25,+1.76,0,4,0,0,0,0,0,3,0,1,0.0,2
Hamed Junior Traore,MF,Bournemouth,23,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,1,0.00,0.00,0.00,0.00,0.00,1.99,0.00,1.99,1.99,1.99,2023,2,2,100.0,25.71,25.71,0.00,0.00,24.0,0,0.08,-0.2,-0.2,7,10,70.0,106,14,4,4,100.0,2,3,66.7,1,1,100.0,0.0,0.0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,3,38.57,0,0,2,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,12,0,2,6,4,1,12,3,3,100.0,0,0.0,7,61,36,0,1,0,0,8,7,3.9,,0,1,7,1,0.00,0,0,0,0.00,+1.04,0.8,0.0,+0.8,+9.85,+11.04,0,0,0,0,0,0,0,3,0,0,,2
Mathias Jorgensen,DF,Brentford,33,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,4.48,4.48,0.00,4.48,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,7,85.7,127,71,2,2,100.0,2,3,66.7,2,2,100.0,0.1,-0.3,1,1,2,1,6,1,0,1,0,1,1,0,0,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,8,1,5,1,2,0,8,0,0,,0,,4,14,10,0,0,0,0,4,7,3.9,,0,1,7,1,1.00,0,0,0,0.00,-1.56,0.4,0.1,+0.3,+3.61,+1.61,0,0,0,0,0,0,0,2,0,0,,2
Issa Kabore,DF,Luton Town,22,1,1,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,4,4,0.00,0.00,0.00,0.00,0.00,0.03,0.36,0.39,0.03,0.39,2023,1,0,0.0,1.43,0.00,0.00,,27.8,0,0.02,0.0,0.0,16,22,72.7,301,123,7,8,87.5,7,9,77.8,2,4,50.0,0.3,-0.3,1,1,1,1,19,3,0,0,0,3,3,0,0,0,0,0,1,3,4.29,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,0,1,28,2,10,10,10,2,28,0,0,,0,,21,174,121,4,2,4,0,18,63,70.0,63,0,0,,0,0.00,0,1,-1,-1.43,+5.24,0.4,1.5,-1.1,-1.55,+3.31,0,1,0,0,0,0,0,3,0,1,0.0,2
Sasa Kalajdzic,FW,Wolves,26,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3.83,3.83,0.00,3.83,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,4,75.0,23,7,3,3,100.0,0,0,,0,0,,0.0,-0.1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,6,0,3,1,2,1,6,0,0,,0,,3,3,1,0,0,0,0,4,3,1.7,,0,1,3,1,0.00,0,0,0,0.00,+2.03,0.4,0.0,+0.4,+13.36,+13.65,0,0,0,0,0,0,0,1,1,1,50.0,2
Boubacar Kamara,MF,Aston Villa,23,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,10,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,2023,2,0,0.0,1.00,0.00,0.00,,16.0,0,0.03,-0.1,-0.1,98,115,85.2,1329,396,59,67,88.1,33,37,89.2,2,4,50.0,0.1,0.0,1,9,1,0,111,4,4,2,1,0,0,0,0,0,0,0,2,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,3,0.0,3,1,0,1,2,3,1,0,129,3,34,78,19,1,129,4,2,50.0,1,25.0,90,486,262,4,0,3,1,95,90,100.0,90,2,0,,0,1.50,5,5,0,0.00,,4.7,4.0,+0.7,+0.35,,0,6,4,0,0,0,0,15,1,2,33.3,2
Thomas Kaminski,GK,Luton Town,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,21,37,56.8,866,783,1,1,100.0,6,6,100.0,14,29,48.3,0.0,0.0,0,1,0,0,22,14,3,0,1,0,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,42,34,42,0,0,0,42,0,0,,0,,22,139,93,0,0,0,0,11,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,0,0,0,0,0,0,0,0,0,,2
Michael Keane,DF,Everton,30,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2023,2,2,100.0,1.00,1.00,0.00,0.00,13.6,0,0.02,0.0,0.0,84,101,83.2,1795,617,20,24,83.3,51,55,92.7,12,20,60.0,0.0,0.0,0,7,0,0,100,1,1,0,1,0,0,0,0,0,0,0,0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,0,1,0,1,0.0,1,0,0,0,3,6,7,1,116,17,54,56,6,2,116,0,0,,0,,74,291,162,0,0,1,0,82,90,100.0,90,2,0,,0,0.00,0,5,-5,-2.50,,3.3,4.4,-1.1,-0.54,,0,1,0,0,0,0,0,11,4,6,40.0,2
Thilo Kehrer,MF,West Ham,26,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,2,100.0,14,13,1,1,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,1,9,0,0,0,0,0,1,5,2.8,,0,1,5,0,1.00,0,0,0,0.00,-1.03,0.0,0.0,0.0,-0.35,+0.13,0,0,0,0,0,0,0,0,1,0,100.0,2
Lloyd Kelly,"DF,MF",Bournemouth,24,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,13,76.9,195,67,2,2,100.0,8,10,80.0,0,1,0.0,0.0,0.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,4,10,0,0,14,0,0,,0,,9,88,74,0,0,0,0,10,15,8.3,,0,1,15,0,0.00,0,0,0,0.00,+1.09,0.8,0.1,+0.8,+4.52,+5.75,0,0,0,0,0,0,0,2,0,0,,2
Milos Kerkez,DF,Bournemouth,19,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,75,100,75.0,1195,286,40,48,83.3,29,41,70.7,5,6,83.3,0.1,0.0,1,9,2,1,77,23,0,0,0,6,23,0,0,0,0,0,3,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,3,3,4,0,6,8,75.0,2,3,0,3,4,11,6,0,131,7,42,66,26,2,131,5,2,40.0,3,60.0,56,303,111,1,0,4,1,62,90,100.0,90,2,0,,0,0.50,2,4,-2,-1.00,,2.6,4.1,-1.5,-0.76,,0,2,3,0,0,0,0,11,7,3,70.0,2
Max Kilman,DF,Wolves,26,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,5,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,2023,1,1,100.0,0.50,0.50,0.00,0.00,9.2,0,0.03,0.0,0.0,95,115,82.6,1560,698,55,58,94.8,32,34,94.1,8,19,42.1,0.0,0.0,2,5,1,0,109,5,4,0,0,1,0,0,0,0,0,1,2,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,1,3,33.3,2,5,3,2,3,6,6,0,136,25,86,43,7,2,136,1,1,100.0,0,0.0,86,367,207,0,0,0,2,88,90,100.0,90,2,0,,0,0.00,1,5,-4,-2.00,,4.3,4.4,-0.1,-0.06,,0,5,1,0,0,0,0,14,3,3,50.0,2
Jakub Kiwior,DF,Arsenal,23,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,4,100.0,69,16,1,1,100.0,3,3,100.0,0,0,,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,,0,,4,10,5,0,0,0,0,4,2,1.1,,0,1,2,1,3.00,0,0,0,0.00,-1.01,0.0,0.3,-0.3,-11.84,-12.30,0,0,0,0,0,0,0,0,0,0,,2
